crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL18-UCONN-S38,38,2019,2019_38,GOM,38,5_31_2019,122,,SL18-LD-3-FG1,LD,SL18-SF-19-MG2,SF,SL18-LD-3-FG1xSL18-SF-19-MG2,LD X SF,2,1,4,50,9,2,1.47,0.91,1.615384615,15.64,0.23,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S41,41,2019,2019_41,GOM,41,5_29_2019,122,,SL18-LD-3-FG2,LD,SL18-SF-17-MG3,SF,SL18-LD-3-FG2xSL18-SF-17-MG3,LD X SF,2,1,2,20,4,2,0.95,0.85,1.117647059,10.99,0.1,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S45,45,2019,2019_45,GOM,45,5_30_2019,122,,SL18-LD-4-FG2,LD,SL18-LL-9-MG1,LL,SL18-LD-4-FG2xSL18-LL-9-MG1,LD X LL,2,1,1,9,2,2,0.56,0.917,0.610687023,14.07,0.08,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S47,47,2019,2019_47,GOM,47,5_30_2019,122,,SL18-LD-4-FG3,LD,SL18-SF-17-MG1,SF,SL18-LD-4-FG3xSL18-SF-17-MG1,LD X SF,2,1,2,27,5,2,1.58,0.86,1.837209302,10.48,0.17,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S51,51,2019,2019_51,GOM,51,5_29_2019,122,,SL18-LD-9-FG2,LD,SL18-SF-13-MG3,SF,SL18-LD-9-FG2xSL18-SF-13-MG3,LD X SF,2,1,2,26,5,2,1.15,0.86,1.337209302,9.26,0.11,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S58,58,2019,2019_58,GOM,58,5_29_2019,122,,SL18-NL-10-FG1,NL,SL18-LD-2-MG1,LD,SL18-NL-10-FG1xSL18-LD-2-MG1,NL X LD,2,1,2,46,8,2,0.54,0.94,0.574468085,12.34,0.07,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S72,71,2019,2019_72,GOM,72,5_30_2019,122,,SL18-NL-10-FG3,NL,SL18-NL-3-MG2,NL,SL18-NL-10-FG3xSL18-NL-3-MG2,NL X NL,2,4,1,40,7,2,0.43,0.91,0.472527473,10,0.04,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S133,238,2020,2020_133,GOM,133,6_9_2020,185,,SL18-CC-1-FG3,CC,SL18-OI-9-MG2,OI,SL18-CC-1-FG3xSL18-OI-9-MG2,CC X OI,1,1,3,18,3,2,0.39,1.05,0.37,12.37,0.045545013,NA,NA,100,NA,NA,NA,NA,NA,NA,43.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S137,242,2020,2020_137,GOM,137,6_9_2020,185,,SL18-CC-5-FG1,CC,SL18-JS-9-MG1,JS,SL18-CC-5-FG1xSL18-JS-9-MG1,CC X JS,1,1,3,22,4,2,0.39,0.915,0.42,9.14,0.038572756,NA,NA,20,NA,NA,NA,NA,NA,NA,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S14,245,2020,2020_14,GOM,14,6_9_2020,185,,SL18-SF-17-FG2,SF,SL18-NC-1-MG1,NC,SL18-SF-17-FG2xSL18-NC-1-MG1,SF X NC,2,1,1,15,3,2,1.51,1,1.51,12.39,0.187129708,NA,NA,90,NA,NA,NA,NA,NA,NA,33.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S145,251,2020,2020_145,GOM,145,6_9_2020,185,,SL18-LL-9-FG6,LL,SA18-CB-10-MG3,CB,SL18-LL-9-FG6xSA18-CB-10-MG3,LL X CB,2,1,3,31,6,2,0.22,0.93,0.24,10.14,0.02452874,NA,NA,240,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S154,261,2020,2020_154,GOM,154,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-NC-5-MG1,NC,SL18-NC-10-FG1xSL18-NC-5-MG1,NC X NC,1,1,3,40,7,2,0.19,0.98,0.2,9.56,0.018680038,NA,NA,80,NA,NA,NA,NA,NA,NA,45.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S159,266,2020,2020_159,GOM,159,6_9_2020,185,,SL18-CC-5-FG3,CC,SL18-JS-19-MG2,JS,SL18-CC-5-FG3xSL18-JS-19-MG2,CC X JS,2,1,3,46,8,2,1.6,1.05,1.52,11.62,0.176738612,NA,NA,40,NA,NA,NA,NA,NA,NA,42.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S170,279,2020,2020_170,GOM,170,6_9_2020,185,,SL18-NC-12-FG2,NC,SL18-OI-16-MG1,OI,SL18-NC-12-FG2xSL18-OI-16-MG1,NC X OI,3,1,3,58,10,2,2.62,1.01,2.59,10.01,0.259678296,NA,NA,90,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S174,283,2020,2020_174,GOM,174,6_9_2020,185,,SL18-OI-4-FG2,OI,SL18-JS-19-MG2,JS,SL18-OI-4-FG2xSL18-JS-19-MG2,OI X JS,2,1,3,62,11,2,1.9,0.89,2.13,11.69,0.249342417,NA,NA,110,NA,NA,NA,NA,NA,NA,41.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S182,292,2020,2020_182,GOM,182,6_9_2020,185,,SL18-LD-13-FG2,LD,SA18-CB-7-MG1,CB,SL18-LD-13-FG2xSA18-CB-7-MG1,LD X CB,1,1,4,10,2,2,1.79,0.871,2.05,14.86,0.305279087,NA,NA,50,NA,NA,NA,NA,NA,NA,41.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S191,302,2020,2020_191,GOM,191,6_9_2020,185,,SL18-SF-17-FG2,SF,SA18-CB-1-MG13,CB,SL18-SF-17-FG2xSA18-CB-1-MG13,SF X CB,3,1,4,19,4,2,1.93,0.92,2.09,14.15,0.29622886,NA,NA,20,NA,NA,NA,NA,NA,NA,47.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S2,311,2020,2020_2,GOM,2,6_9_2020,185,,SL18-SF-17-FG2,SF,SL18-OI-4-MG3,OI,SL18-SF-17-FG2xSL18-OI-4-MG3,SF X OI,3,1,1,3,1,2,1.95,1.11,1.76,11.05,0.194399721,NA,NA,0,NA,NA,NA,NA,NA,NA,40.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S20,312,2020,2020_20,GOM,20,6_9_2020,185,,SL18-NC-10-FG3,NC,SL18-NL-5-MG2,NL,SL18-NC-10-FG3xSL18-NL-5-MG2,NC X NL,1,1,1,22,4,2,0.51,0.99,0.52,10.55,0.054416662,NA,NA,100,NA,NA,NA,NA,NA,NA,35.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S208,321,2020,2020_208,GOM,208,6_9_2020,185,,SL18-JS-5-FG1,JS,SL18-OI-14-MG1,OI,SL18-JS-5-FG1xSL18-OI-14-MG1,JS X OI,1,1,4,36,6,2,0.17,0.97,0.18,11.24,0.019950677,NA,NA,10,NA,NA,NA,NA,NA,NA,48.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S221,336,2020,2020_221,GOM,221,6_9_2020,185,,SL18-NC-9-FG2,NC,SL18-JS-11-MG3,JS,SL18-NC-9-FG2xSL18-JS-11-MG3,NC X JS,1,1,4,50,9,2,1.05,0.99,1.06,15.37,0.163135424,NA,NA,100,NA,NA,NA,NA,NA,NA,28.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S23,345,2020,2020_23,GOM,23,6_9_2020,185,,SL18-CC-3-FG2,CC,SA18-CB-4-MG2,CB,SL18-CC-3-FG2xSA18-CB-4-MG2,CC X CB,3,1,1,26,5,2,1.5,0.99,1.52,13.37,0.202603383,NA,NA,150,NA,NA,NA,NA,NA,NA,41.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S232,348,2020,2020_232,GOM,232,6_9_2020,185,,SL18-NC-5-FG2,NC,SL18-JS-11-MG3,JS,SL18-NC-5-FG2xSL18-JS-11-MG3,NC X JS,2,1,4,62,11,2,0.13,0.93,0.15,10.46,0.015173946,NA,NA,10,NA,NA,NA,NA,NA,NA,44.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S235,351,2020,2020_235,GOM,235,6_9_2020,185,,SL18-CC-6-FG3,CC,SL18-JS-9-MG2,JS,SL18-CC-6-FG3xSL18-JS-9-MG2,CC X JS,3,1,5,3,1,2,1.58,0.92,1.71,10.66,0.182633664,NA,NA,120,NA,NA,NA,NA,NA,NA,41.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S250,368,2020,2020_250,GOM,250,6_9_2020,185,,SL18-CC-8-FG2,CC,SL18-NC-5-MG3,NC,SL18-CC-8-FG2xSL18-NC-5-MG3,CC X NC,1,1,5,18,3,2,0.34,1.04,0.32,8.9,0.02886746,NA,NA,120,NA,NA,NA,NA,NA,NA,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S260,379,2020,2020_260,GOM,260,6_9_2020,185,,SL18-JS-19-FG3,JS,SA18-CB-3-MG2,CB,SL18-JS-19-FG3xSA18-CB-3-MG2,JS X CB,3,1,5,28,5,2,0.31,1.011,0.31,10.52,0.032183786,NA,NA,130,NA,NA,NA,NA,NA,NA,42.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S261,380,2020,2020_261,GOM,261,6_9_2020,185,,SL18-NC-12-FG2,NC,SL18-NL-5-MG2,NL,SL18-NC-12-FG2xSL18-NL-5-MG2,NC X NL,3,1,5,30,5,2,1.05,0.975,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,50.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S275,395,2020,2020_275,GOM,275,6_9_2020,185,,SL18-NL-3-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-3-FG1xSA18-CB-7-MG2,NL X CB,3,1,5,45,8,2,0.58,1,0.58,8.44,0.04892366,NA,NA,250,NA,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S30,423,2020,2020_30,GOM,30,6_9_2020,185,,SL18-JS-19-FG3,JS,SL18-OI-17-MG1,OI,SL18-JS-19-FG3xSL18-OI-17-MG1,JS X OI,1,1,1,34,6,2,1.14,0.928,1.23,13.55,0.166598482,NA,NA,0,NA,NA,NA,NA,NA,NA,36.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S35,478,2020,2020_35,GOM,35,6_9_2020,185,,SL18-OI-17-FG1,OI,SL18-OI-4-MG1,OI,SL18-OI-17-FG1xSL18-OI-4-MG1,OI X OI,3,1,1,39,7,2,1.38,0.97,1.42,12.73,0.181415223,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S359,488,2020,2020_359,SNE,359,5_26_2020,174,,SL18-BL-17-FG3,BL,SL18-FW-2-MG2,FW,SL18-BL-17-FG3xSL18-FW-2-MG2,BL X FW,2,1,5,2,1,2,0.12,0.96,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S44,509,2020,2020_44,GOM,44,6_9_2020,185,,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI X JS,1,1,1,48,8,2,1.57,0.997,1.57,36.63,0.576919238,NA,NA,20,NA,NA,NA,NA,NA,NA,38.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S46,511,2020,2020_46,GOM,46,6_9_2020,185,,SL18-JS-19-FG3,JS,SL18-LD-13-MG3,LD,SL18-JS-19-FG3xSL18-LD-13-MG3,JS X LD,1,1,1,50,9,2,1.65,0.937,1.77,13.67,0.241280563,NA,NA,30,NA,NA,NA,NA,NA,NA,35.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S57,523,2020,2020_57,GOM,57,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-OI-16-MG2,OI,SL18-CC-3-FG1xSL18-OI-16-MG2,CC X OI,3,1,1,63,11,2,1.62,0.86,1.88,16.81,0.316584317,NA,NA,150,NA,NA,NA,NA,NA,NA,28.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S68,535,2020,2020_68,GOM,68,6_9_2020,185,,SL18-CC-6-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-6-FG1xSL18-JS-5-MG2,CC X JS,2,1,2,11,2,2,0.44,1.08,0.41,10.88,0.044764563,NA,NA,160,NA,NA,NA,NA,NA,NA,42.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S85,554,2020,2020_85,GOM,85,6_9_2020,185,,SL18-NL-5-FG1,NL,SL18-OI-14-MG1,OI,SL18-NL-5-FG1xSL18-OI-14-MG1,NL X OI,2,1,2,30,5,2,1.39,1.03,1.35,13.39,0.180404521,NA,NA,80,NA,NA,NA,NA,NA,NA,40.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S87,556,2020,2020_87,GOM,87,6_9_2020,185,,SL18-NC-8-FG1,NC,SL18-NL-7-MG2,NL,SL18-NC-8-FG1xSL18-NL-7-MG2,NC X NL,1,1,2,33,6,2,1.25,1.03,1.21,17.7,0.214393172,NA,NA,70,NA,NA,NA,NA,NA,NA,56.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S96,566,2020,2020_96,GOM,96,6_9_2020,185,,SA18-CB-7-FG1,CB,SL18-LD-1-MG1,LD,SA18-CB-7-FG1xSL18-LD-1-MG1,CB X LD,3,1,2,43,8,2,1.66,0.915,1.81,14.42,0.260960484,NA,NA,60,NA,NA,NA,NA,NA,NA,34.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S99,569,2020,2020_99,GOM,99,6_9_2020,185,,SL18-NC-10-FG3,NC,SA18-CB-3-MG2,CB,SL18-NC-10-FG3xSA18-CB-3-MG2,NC X CB,1,1,2,46,8,2,0.61,1.01,0.6,0.56,0.003396366,NA,NA,130,NA,NA,NA,NA,NA,NA,42.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL19-UCONN-S316,441,2020,2020_316,SNE,316,5_26_2020,174,,SL18-FW-14-FG11,FW,SL18-BL-10-MG1,BL,SL18-FW-14-FG11xSL18-BL-10-MG1,FW X BL,3,1,2,10,2,3,0.74,1.01,0.73,15,0.10979768,0.08454696,77.002501,40,NA,NA,NA,NA,NA,23,32.63,12.43,NA,NA,51.95,11.44,7.19,0.9,21.51,0.71,8.77,0.17,0.43,0.84,210.7340726,20796.23137,9765.189534,146.1711557,2887.281582,7145.32501,62583.31299,9320.869265,383.1897319,23.09983623,0.165743744,0.354815204,4.843063784,52.69265618,20.06569522,0.036287855,16.35553064,727.6574697,0.170827905,0.249884342,29.41,1.09,26.98
SL19-UCONN-S228,343,2020,2020_228,GOM,228,6_9_2020,185,,SL18-OI-9-FG4,OI,SA18-CB-1-MG12,CB,SL18-OI-9-FG4xSA18-CB-1-MG12,OI X CB,3,1,4,57,10,3,5.26,0.98,5.37,16.67,0.895148854,0.623705133,69.676136,110,NA,NA,NA,NA,NA,30.32,NA,11.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.34,1,27.34
SL19-UCONN-S355,484,2020,2020_355,SNE,355,5_26_2020,174,,SL18-PI-1-FG1,PI,SL18-BL-12-MG2,BL,SL18-PI-1-FG1xSL18-BL-12-MG2,PI X BL,3,1,4,16,3,3,0.4,1.07,0.37,11.57,0.042738532,0.02873244,67.22842,110,NA,NA,NA,NA,NA,32.77,NA,13.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.37,1.29,21.22
SL19-UCONN-S56,522,2020,2020_56,GOM,56,6_9_2020,185,,SA18-CB-9-FG1,CB,SL18-OI-7-MG3,OI,SA18-CB-9-FG1xSL18-OI-7-MG3,CB X OI,3,1,1,62,11,3,7.05,1.02,6.91,15.74,1.087371821,0.730764383,67.204646,150,30.17,4.31,1.11,0.47,31.14,32.8,NA,9.75,12.16,11.21,51.18,11.83,6.29,0.6,23.37,0.56,7.46,0.16,0.35,0.55,146.4848615,20795.0733,8924.993855,28.64617902,2120.73379,5923.271182,83722.30707,8525.611235,300.9613636,3.916117664,0.085229816,0.24184025,1.002078841,17.32836138,31.56316311,0.043824431,21.50565364,631.6622065,0.123159977,0.27489441,27.15,0.95,28.58
SL19-UCONN-S348,476,2020,2020_348,SNE,348,5_26_2020,174,,SL18-TI-4-FG2,TI,SL18-PI-1-MG2,PI,SL18-TI-4-FG2xSL18-PI-1-MG2,TI X PI,3,1,4,8,2,3,0.34,0.99,0.34,14.34,0.049356697,0.033124311,67.11209,50,NA,NA,NA,NA,NA,32.89,NA,13.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.78,1.17,22.89
SL19-UCONN-S224,339,2020,2020_224,GOM,224,6_9_2020,185,,SL18-LD-9-FG4,LD,SL18-OI-6-MG2,OI,SL18-LD-9-FG4xSL18-OI-6-MG2,LD X OI,3,1,4,53,9,3,3.81,1,3.81,12.58,0.479252814,0.32015692,66.803347,210,NA,NA,NA,NA,NA,33.2,NA,11.67,NA,NA,44.65,10.6,6.88,0.82,13.71,0.86,10.44,0.23,0.39,0.73,205.1276748,21663.81958,9523.12533,116.9188214,2587.18498,10302.41503,77364.65085,9697.042259,383.2395538,7.118111117,0.105613501,0.371452236,0.983893221,42.84608768,39.79064118,0.041930081,20.66752019,833.3405515,0.170133958,1.055317295,NA,NA,NA
SL19-UCONN-S327,453,2020,2020_327,SNE,327,5_26_2020,174,,SL18-FW-12-FG10,FW,SL18-PI-1-MG11,PI,SL18-FW-12-FG10xSL18-PI-1-MG11,FW X PI,3,1,3,3,1,3,0.6,0.99,0.61,13.23,0.080266305,0.053513853,66.670383,220,NA,NA,NA,NA,NA,33.33,NA,12.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.46,1.27,21.62
Check,599,2020,Z3-K,GOM,C3-K,6_9_2020,185,,SL18-OI-15-FG,OI,SL18-ME-MG1,ME,SL18-OI-15-FGxSL18-ME-MG1,OI X ME,NA,NA,5,62,11,3,3.04,0.87,3.49,9.52,0.332689925,0.220074385,66.15,130,NA,NA,NA,NA,NA,33.85,NA,NA,NA,NA,46.39,8.53,5.9,0.66,20.16,0.9,8.4,0.21,0.47,1.17,143.0835775,20844.16581,9279.306777,216.0275797,2335.496208,9207.682795,84686.35617,10161.31245,576.8111743,8.174340718,0.175709616,0.431946598,1.55636502,78.29405807,31.45633145,0.063112906,24.50212903,827.7750579,0.20079448,0.351850874,24.76,1.29,19.19
SL19-UCONN-S356,485,2020,2020_356,SNE,356,5_26_2020,174,,SL18-FI-2-FG4,FI,SL18-TI-2-MG11,TI,SL18-FI-2-FG4xSL18-TI-2-MG11,FI X TI,3,1,4,17,3,3,0.35,1,0.35,8.9,0.031153085,0.020382266,65.426155,40,NA,NA,NA,NA,NA,34.57,NA,12.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.14,1.31,20.72
