crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL19-UCONN-S357,486,2020,2020_357,SNE,357,5_26_2020,174,,SL18-FW-14-FG2,FW,SL18-BL-12-MG3,BL,SL18-FW-14-FG2xSL18-BL-12-MG3,FW X BL,3,1,4,18,3,2,0.2,1.03,0.19,21.27,0.040862312,0.025797605,63.133004,0,NA,NA,NA,NA,NA,36.87,NA,13.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.85,1.35,19.89
SL19-UCONN-S347,475,2020,2020_347,SNE,347,5_26_2020,174,,SL18-BL-17-FG2,BL,SL18-FW-2-MG5,FW,SL18-BL-17-FG2xSL18-FW-2-MG5,BL X FW,2,1,4,6,1,2,0.18,0.97,0.19,9.84,0.018477032,0.011664738,63.131015,10,NA,NA,NA,NA,NA,36.87,NA,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.82,1.04,24.83
Check,608,2020,Z4-I,GOM,C4-I,6_9_2020,185,,SL18-NL-7-FG3,NL,SL18-OI-15-MG3,OI,SL18-NL-7-FG3xSL18-OI-15-MG3,NL X OI,NA,NA,4,7,2,2,0.67,1.01,0.66,12.05,0.079846029,0.050342921,63.05,20,NA,NA,NA,NA,NA,36.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.73,1.41,18.25
SL19-UCONN-S163,271,2020,2020_163,GOM,163,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-OD-6-MG2,OD,SL18-JS-16-FG3xSL18-OD-6-MG2,JS X OD,3,1,3,50,9,2,1.14,1.05,1.08,14.99,0.162267733,0.102148956,62.950874,100,NA,NA,NA,NA,NA,37.05,NA,10.63,NA,NA,42.58,10.34,5.68,0.84,17.91,0.72,5.87,0.19,0.37,0.67,161.3386514,31213.45231,11889.44777,73.96567318,2630.328312,10216.12671,76749.30289,8739.444388,242.3025897,9.323324629,0.870141276,0.356357835,2.213548188,47.5954925,35.43018874,0.025031379,21.93265851,675.6796716,0.151859112,0.872957483,NA,NA,NA
SL19-UCONN-S43,508,2020,2020_43,GOM,43,6_9_2020,185,,SL18-JS-9-FG3,JS,SA18-CB-10-MG1,CB,SL18-JS-9-FG3xSA18-CB-10-MG1,JS X CB,1,1,1,47,8,2,0.74,0.99,0.75,12.41,0.092820179,0.058420548,62.939491,0,NA,NA,NA,NA,NA,37.06,NA,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.07,1.36,18.43
SL19-UCONN-S361,491,2020,2020_361,SNE,361,5_26_2020,174,,SL18-FI-2-FG10,FI,SL18-TI-3-MG1,TI,SL18-FI-2-FG10xSL18-TI-3-MG1,FI X TI,3,1,5,5,1,2,0.29,1.01,0.29,13.69,0.039202276,0.024658817,62.901494,110,NA,NA,NA,NA,NA,37.1,NA,13.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,1.26,20
Check,596,2020,Z3-H,GOM,C3-H,6_9_2020,185,,SL18-OI-15-FG,OI,SL18-ME-MG1,ME,SL18-OI-15-FGxSL18-ME-MG1,OI X ME,NA,NA,4,46,8,2,1.73,0.99,1.75,13.79,0.241059201,0.150710212,62.52,60,NA,NA,NA,NA,NA,37.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.33,1.15,22.9
SL19-UCONN-S135,240,2020,2020_135,GOM,135,6_9_2020,185,,SA18-CB-9-FG1,CB,SL18-JS-5-MG3,JS,SA18-CB-9-FG1xSL18-JS-5-MG3,CB X JS,1,1,3,20,4,2,0.92,0.89,1.03,11.26,0.116125876,0.072427763,62.370047,30,NA,NA,NA,NA,NA,37.63,NA,11.19,NA,NA,34.11,8.48,6.43,0.81,10.45,0.6,5.93,0.27,0.41,0.73,257.3023859,26120.2465,10968.70517,70.36282441,2448.137477,9128.725022,82294.8646,10634.18763,291.3464122,3.709906491,0.075213756,0.232675944,3.184448909,40.56032107,27.50889705,0.05412103,22.57013613,903.9409334,0.197334694,0.730574833,26.82,1.11,24.16
SL19-UCONN-S138,243,2020,2020_138,GOM,138,6_9_2020,185,,SL18-OI-15-FG1,OI,SA18-CB-2-MG3,CB,SL18-OI-15-FG1xSA18-CB-2-MG3,OI X CB,2,1,3,24,4,2,0.77,0.94,0.82,8.7,0.071632259,0.04415935,61.647295,80,NA,NA,NA,NA,NA,38.35,NA,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.67,1.34,19.16
SL19-UCONN-S88,557,2020,2020_88,GOM,88,6_9_2020,185,,SL18-JS-5-FG2,JS,SL18-OI-5-MG3,OI,SL18-JS-5-FG2xSL18-OI-5-MG3,JS X OI,1,1,2,34,6,2,0.52,1.001,0.52,12.87,0.066847096,0.041031027,61.380418,60,NA,NA,NA,NA,NA,38.62,NA,10.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.54,1.22,20.93
SL19-UCONN-S112,215,2020,2020_112,GOM,112,6_9_2020,185,,SL18-NC-11-FG1,NC,SL18-NL-2-MG1,NL,SL18-NC-11-FG1xSL18-NL-2-MG1,NC X NL,1,1,2,59,10,2,2.17,1.015,2.14,12.94,0.276564855,0.168352829,60.872821,50,NA,NA,NA,NA,NA,39.13,NA,11.19,NA,NA,39.55,11.16,8.36,1.11,9.3,1.05,6.98,0.25,0.45,0.88,137.0222098,30076.08857,12025.78873,92.58150552,2348.479326,10589.56336,72228.6458,10607.65458,327.6401353,4.570340129,0.077480407,0.255446803,1.047968602,31.98669425,29.29625414,0.040903177,21.20533971,1011.395947,0.308193957,0.415867821,NA,NA,NA
SL18-UCONN-S176,174,2019,2019_176,GOM,176,5_29_2019,122,,SL18-OI-6-FG1,OI,SL18-LD-13-MG2,LD,SL18-OI-6-FG1xSL18-LD-13-MG2,OI X LD,1,1,2,17,3,2,1.58,0.65,2.430769231,9.9,0.16,0.096904152,60.565095,180,NA,NA,NA,NA,NA,39.43,NA,8.99,NA,NA,30.68,10.28,5.88,0.9,5.06,0.57,6.43,0.24,0.41,0.92,175.0874677,21689.23344,10451.44964,296.7787538,3119.317215,9260.58457,87080.45338,10755.33657,240.3036815,15.91709461,0.101931265,0.528184867,6.096305956,97.67828314,42.96338403,0.073129471,27.59137964,828.271812,0.213436562,1.106092875,26.45,1.98,13.36
SL19-UCONN-S140,246,2020,2020_140,GOM,140,6_9_2020,185,,SL18-JS-5-FG1,JS,SL18-LD-2-MG4,LD,SL18-JS-5-FG1xSL18-LD-2-MG4,JS X LD,1,1,3,26,5,2,1.68,0.955,1.76,9.19,0.161994864,0.097664546,60.288668,30,NA,NA,NA,NA,NA,39.71,NA,10.87,NA,NA,34.99,8.47,6.4,0.91,10.19,0.91,6.63,0.29,0.46,0.74,153.7707859,23416.78146,10661.98027,47.81850656,3206.475207,9164.156935,98417.02781,10456.68647,196.443276,4.252345279,0.073197997,0.299365926,1.405033669,37.98536961,50.13770911,0.038833412,26.76844973,937.7873718,0.197401057,1.002581367,25.82,1.36,18.99
SL19-UCONN-S128,232,2020,2020_128,GOM,128,6_9_2020,185,,SL18-JS-16-FG1,JS,SL18-CC-4-MG11,CC,SL18-JS-16-FG1xSL18-CC-4-MG11,JS X CC,1,1,3,13,3,2,0.35,0.99,0.35,10.97,0.038860603,0.023412411,60.247164,80,NA,NA,NA,NA,NA,39.75,NA,11.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25,1.16,20.91
SL19-UCONN-S149,255,2020,2020_149,GOM,149,6_9_2020,185,,SL18-NL-2-FG3,NL,SA18-CB-4-MG1,CB,SL18-NL-2-FG3xSA18-CB-4-MG1,NL X CB,1,1,3,35,6,2,0.34,0.99,0.34,11.3,0.038884822,0.023421897,60.234034,60,NA,NA,NA,NA,NA,39.77,NA,11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65,1.3,18.96
SL19-UCONN-S207,320,2020,2020_207,GOM,207,6_9_2020,185,,SL18-CC-8-FG1,CC,SL18-OI-7-MG1,OI,SL18-CC-8-FG1xSL18-OI-7-MG1,CC X OI,3,1,4,35,6,2,0.82,1.01,0.81,9.31,0.075510606,0.045049547,59.659894,50,NA,NA,NA,NA,NA,40.34,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,1.4,17.29
Check,607,2020,Z4-H,GOM,C4-H,6_9_2020,185,,SL18-NL-7-FG3,NL,SL18-OI-15-MG3,OI,SL18-NL-7-FG3xSL18-OI-15-MG3,NL X OI,NA,NA,4,3,1,2,0.57,1.058,0.53,13.06,0.069875947,0.041506313,59.4,30,NA,NA,NA,NA,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.88,1.32,18.85
SL19-UCONN-S181,291,2020,2020_181,GOM,181,6_9_2020,185,,SL18-LD-2-FG2,LD,SL18-SF-19-MG1,SF,SL18-LD-2-FG2xSL18-SF-19-MG1,LD X SF,1,1,4,9,2,2,0.56,0.925,0.6,9.88,0.059279684,0.035134628,59.269257,0,NA,NA,NA,NA,NA,40.73,NA,11.76,NA,NA,31.88,11.61,6.86,0.86,5.35,0.82,5.08,0.18,0.42,0.69,105.5442065,29273.07468,11830.80695,37.78119606,3372.501736,11114.00813,98868.23305,10334.04393,136.234293,4.636491552,0.876722425,0.140729908,2.088402372,45.90792222,48.86385934,0.045951271,24.56199225,948.1681901,0.164951165,1.17297485,24.73,1.49,16.6
SL19-UCONN-S12,223,2020,2020_12,GOM,12,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-CC-3-MG1,CC,SL18-CC-11-FG3xSL18-CC-3-MG1,CC X CC,3,1,1,13,3,2,1.05,0.85,1.24,13.13,0.162226696,0.096125487,59.253803,40,NA,NA,NA,NA,NA,40.75,NA,11.34,NA,NA,34.33,9.47,6.91,1.01,7.04,1.07,7.03,0.28,0.57,0.94,171.2073347,38080.19141,15727.16395,347.2331383,2762.026729,14060.53508,55524.09378,11303.29053,918.3944379,10.69617783,0.192963439,0.825077643,4.378110655,55.07884656,33.39893629,0.072720604,16.69606798,878.5968669,0.281631242,0.855901719,23.13,1.57,14.73
SL19-UCONN-S263,382,2020,2020_263,GOM,263,6_9_2020,185,,SL18-JS-5-FG1,JS,SA18-CB-1-MG12,CB,SL18-JS-5-FG1xSA18-CB-1-MG12,JS X CB,3,1,5,32,6,2,0.79,1,0.79,9.25,0.073085831,0.043243346,59.167892,140,NA,NA,NA,NA,NA,40.83,NA,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.37,1.42,17.87
SL19-UCONN-S101,203,2020,2020_101,GOM,101,6_9_2020,185,,SL18-JS-16-FG3,JS,SL18-NC-10-MG3,NC,SL18-JS-16-FG3xSL18-NC-10-MG3,JS X NC,3,1,2,48,8,2,1.59,1.04,1.53,9.56,0.145898646,0.085699549,58.739098,60,NA,NA,NA,NA,NA,41.26,NA,10.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.8399102,31322.84912,12399.86983,75.63256391,2837.813562,10650.35038,84339.85548,10027.3976,265.3223106,5.642956977,0.096437357,0.693849447,1.642336041,35.19907275,38.81692249,0.053120631,22.24734763,860.5774449,0.30471824,0.526288807,25.05,1.42,17.64
SL19-UCONN-S157,264,2020,2020_157,GOM,157,6_9_2020,185,,SL18-CC-1-FG2,CC,SL18-OI-16-MG3,OI,SL18-CC-1-FG2xSL18-OI-16-MG3,CC X OI,3,1,3,43,8,2,0.58,0.89,0.65,12.11,0.078623966,0.045500438,57.870953,60,NA,NA,NA,NA,NA,42.13,NA,11.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.59,1.55,15.86
SL19-UCONN-S215,329,2020,2020_215,GOM,215,6_9_2020,185,,SL18-CC-9-FG3,CC,SL18-JS-9-MG3,JS,SL18-CC-9-FG3xSL18-JS-9-MG3,CC X JS,1,1,4,43,8,2,0.61,0.955,0.64,13.16,0.084498909,0.048739629,57.680779,50,NA,NA,NA,NA,NA,42.32,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.56,1.48,16.59
SL19-UCONN-S264,383,2020,2020_264,GOM,264,6_9_2020,185,,SL18-JS-16-FG3,JS,SA18-CB-4-MG3,CB,SL18-JS-16-FG3xSA18-CB-4-MG3,JS X CB,3,1,5,33,6,2,0.93,0.92,1.01,9.87,0.099304978,0.056903671,57.301932,130,NA,NA,NA,NA,NA,42.7,NA,12.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.78,1.17,21.18
SL19-UCONN-S255,373,2020,2020_255,GOM,255,6_9_2020,185,,SL18-CC-6-FG3,CC,SL18-OI-14-MG2,OI,SL18-CC-6-FG3xSL18-OI-14-MG2,CC X OI,3,1,5,23,4,2,0.78,0.86,0.91,13.02,0.11803921,0.06758443,57.255915,30,NA,NA,NA,NA,NA,42.74,NA,12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.27,1.32,18.39
SL19-UCONN-S210,324,2020,2020_210,GOM,210,6_9_2020,185,,SL18-NC-10-FG1,NC,SL18-OI-11-MG4,OI,SL18-NC-10-FG1xSL18-OI-11-MG4,NC X OI,1,1,4,38,7,2,1.1,1.22,0.91,12.89,0.116699363,0.066430909,56.924826,60,NA,NA,NA,NA,NA,43.08,NA,13.07,NA,NA,35.11,11.73,7.12,0.85,6.76,0.91,6.22,0.28,0.47,0.77,152.3708815,27709.40931,11230.16569,37.57531496,2753.509736,9482.743904,98367.4521,9583.799239,134.7236379,5.282865192,0.482982524,0.154889053,7.824979171,34.11712754,40.66203788,0.037652259,24.1432607,803.8134304,0.169266191,1.229739144,24.76,1.56,15.87
SL18-UCONN-S194,192,2019,2019_194,GOM,194,5_31_2019,122,,SL18-SF-17-FG3,SF,SL18-LD-2-MG1,LD,SL18-SF-17-FG3xSL18-LD-2-MG1,SF X LD,2,1,4,35,6,2,1.59,0.92,1.72826087,9.29,0.15,0.083590022,55.726681,240,NA,NA,NA,NA,NA,44.27,NA,9.12,NA,NA,29.29,8.73,8.52,0.83,3.76,0.54,5.51,0.23,0.42,0.75,155.2705851,38069.88737,14188.62901,243.8242236,2559.501948,11335.56368,86232.43985,10814.50574,558.6462519,15.39942469,0.145245904,0.76134204,1.824012314,110.3588706,30.11806135,0.10017771,24.47670806,947.04952,0.296296232,0.916322042,25.36,1.77,14.33
SL18-UCONN-S48,48,2019,2019_48,GOM,48,5_30_2019,122,,SL18-LD-5-FG1,LD,SA18-CB-10-MG1,CB,SL18-LD-5-FG1xSA18-CB-10-MG1,LD X CB,1,4,1,19,4,2,1.22,0.94,1.29787234,10.29,0.13,0.071765642,55.20434,40,NA,NA,NA,NA,NA,44.8,NA,9.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.86,2.46,14.17
Check,604,2020,Z4-E,GOM,C4-E,6_9_2020,185,,SL18-NL-7-FG3,NL,SL18-OI-15-MG3,OI,SL18-NL-7-FG3xSL18-OI-15-MG3,NL X OI,NA,NA,2,19,4,2,0.19,0.9625,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,587,2019,Z2-H,GOM,C2-H,5_31_2019,122,,SL18-ME-1-FG1,ME,SL18-ME-2-MG2,ME,SL18-ME-1-FG1xSL18-ME-2-MG2,ME X ME,2,1,4,20,4,2,1.15,0.84,1.369047619,10.92,0.13,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Check,614,2020,Z5-D,SNE,C5-D,5_26_2020,174,,LIS-F1-3,Missing,SL18-CT-1-MG2,CT,LIS-F1-3xSL18-CT-1-MG2,Missing X CT,NA,NA,4,7,2,2,0.11,1.03,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
SL18-UCONN-S100,99,2019,2019_100,GOM,100,5_31_2019,122,,SL18-NL-6-FG1,NL,SL18-OI-11-MG2,OI,SL18-NL-6-FG1xSL18-OI-11-MG2,NL X OI,3,4,4,47,8,2,1.05,0.94,1.117021277,10.16,0.11,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S137,136,2019,2019_137,GOM,137,5_30_2019,122,,SL18-OI-16-FG3,OI,SA18-CB-5-MG3,CB,SL18-OI-16-FG3xSA18-CB-5-MG3,OI X CB,1,4,1,50,9,2,0.55,0.92,0.597826087,12.34,0.07,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S145,143,2019,2019_145,GOM,145,5_30_2019,122,,SL18-OI-17-FG2,OI,SL18-SF-17-MG2,SF,SL18-OI-17-FG2xSL18-SF-17-MG2,OI X SF,1,1,1,12,2,2,0.5,0.77,0.649350649,8.31,0.04,NA,NA,40,NA,NA,NA,NA,NA,NA,42.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S151,149,2019,2019_151,GOM,151,5_29_2019,122,,SL18-OI-18-FG2,OI,SL18-LD-2-MG3,SF,SL18-OI-18-FG2xSL18-LD-2-MG3,OI X SF,1,1,2,48,8,2,0.83,0.82,1.012195122,9.34,0.08,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S152,150,2019,2019_152,GOM,152,5_30_2019,122,,SL18-OI-18-FG3,OI,SL18-LL-9-MG1,LL,SL18-OI-18-FG3xSL18-LL-9-MG1,OI X LL,1,1,1,43,8,2,0.82,1,0.82,10.4,0.09,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S154,152,2019,2019_154,GOM,154,5_30_2019,122,,SL18-OI-18-FG5,OI,SA18-CB-4-MG3,CB,SL18-OI-18-FG5xSA18-CB-4-MG3,OI X CB,1,1,3,20,4,2,1.31,0.77,1.701298701,13.82,0.18,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S162,160,2019,2019_162,GOM,162,5_30_2019,122,,SL18-OI-2-FG2,OI,SL18-LD-1-MG2,LD,SL18-OI-2-FG2xSL18-LD-1-MG2,OI X LD,2,1,2,30,5,2,1.02,0.9,1.133333333,10.03,0.1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S170,168,2019,2019_170,GOM,170,5_29_2019,122,,SL18-OI-2-FG3,OI,SL18-NL-9-MG1,NL,SL18-OI-2-FG3xSL18-NL-9-MG1,OI X NL,2,1,2,43,8,2,0.67,0.78,0.858974359,12.18,0.08,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S174,172,2019,2019_174,GOM,174,5_30_2019,122,,SL18-OI-6-FG1,OI,SA18-CB-2-MG1,CB,SL18-OI-6-FG1xSA18-CB-2-MG1,OI X CB,2,1,1,23,4,2,0.57,1,0.57,12.82,0.07,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S180,178,2019,2019_180,GOM,180,5_31_2019,122,,SL18-OI-6-FG1,OI,SL18-NL-9-MG1,NL,SL18-OI-6-FG1xSL18-NL-9-MG1,OI X NL,1,1,4,7,2,2,1.73,0.76,2.276315789,10.87,0.19,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S190,188,2019,2019_190,GOM,190,5_30_2019,122,,SL18-SF-17-FG1,SF,SL18-LL-9-MG1,LL,SL18-SF-17-FG1xSL18-LL-9-MG1,SF X LL,2,1,1,53,9,2,1.01,0.91,1.10989011,10.27,0.1,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S195,193,2019,2019_195,GOM,195,5_30_2019,122,,SL18-SF-17-FG3,SF,SL18-NL-10-MG2,NL,SL18-SF-17-FG3xSL18-NL-10-MG2,SF X NL,3,1,1,44,8,2,0.55,0.95,0.578947368,10.99,0.06,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S23,23,2019,2019_23,GOM,23,5_31_2019,122,,SL18-LD-1-FG3,LD,SL18-NL-5-MG1,NL,SL18-LD-1-FG3xSL18-NL-5-MG1,LD X NL,2,1,4,42,7,2,0.97,0.92,1.054347826,10.08,0.1,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S30,30,2019,2019_30,GOM,30,5_31_2019,122,,SL18-LD-1-FG3,LD,SL18-NL-9-MG2,SF,SL18-LD-1-FG3xSL18-NL-9-MG2,LD X SF,1,1,4,43,8,2,1.03,0.87,1.183908046,11,0.11,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SL18-UCONN-S34,34,2019,2019_34,GOM,34,5_31_2019,122,,SL18-LD-2-FG2,LD,SL18-NL-9-MG1,NL,SL18-LD-2-FG2xSL18-NL-9-MG1,LD X NL,2,1,3,36,6,2,0.43,0.71,0.605633803,9.82,0.04,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
