"","DWpM","WWpM","PDW","BD"
"SL18-OI-16-MG1",-0.082761222585934,-0.670949303949177,0.057717970839835,14.1698644102798
"SL18-SF-17-MG1",0.0274807990472674,0.156059429110711,0.0614875439427465,-22.6281444541238
"SA18-CB-7-MG2",0.188883886955374,1.49832119435103,-0.000391070446525761,42.8220621875447
"SL18-NL-3-MG2",-0.0663233433067973,-0.806834216133216,-0.0211137292918928,-24.2233247756199
"SA18-CB-7-MG1",0.0957642401455964,0.983210967701765,0.0116814641289571,-2.14271838976072
"SL18-SF-19-MG1",-0.0503154913725565,-0.760677265483749,0.347679882232787,24.7605779697503
"SL18-SF-15-MG2",0.058563425929969,0.918805573422446,-0.0972162943802503,18.7584901001055
"SA18-CB-2-MG3",0.03183263155622,0.199693369831936,0.0229657973645349,-22.3281132442947
"SL18-NL-5-MG1",-0.0474510606163017,-0.646921526681065,-0.00416156988309175,-18.1692575680228
"SL18-SF-15-MG1",0.0538816666234718,0.765212615468134,-0.0858033156705632,31.0193693687335
"SA18-CB-4-MG3",0.0104100172418264,0.645008814582429,-0.151954985720964,-25.3023020592974
"SA18-CB-5-MG3",-0.0400017160941538,-0.550206659278186,0.0544160725266855,-34.813202258045
"SL18-LD-13-MG2",-0.0393639626509338,-0.432418353993756,0.0792257355297041,28.9436921261913
"SL18-LD-3-MG2",-0.0125845063089671,-0.251061249794438,0.0653526715195448,-3.60716655601747
"SL18-NL-6-MG1",-0.0200231382721335,-0.171110598683633,-0.107324095356529,13.1551075115706
"SL18-SF-17-MG2",0.042113867946932,0.777669213863194,-0.0473436871279251,31.7535735227697
"SL18-OI-9-MG3",0.022634922871826,0.210382016493921,0.0791627124010565,15.1834094466779
"SL18-LD-9-MG1",-0.0107422580830625,-0.398669225824697,0.132201158231813,-28.6766704429185
"SL18-NL-2-MG2",-0.056065109325066,-0.664808898639481,-0.0525059610895811,3.27604932376725
"SL18-LD-2-MG3",-0.018493724299411,-0.555914960753301,0.224157693613758,-32.0022583713137
"SL18-OI-7-MG1",0.0412360569642353,0.34590697578551,-0.0656809137492554,56.0047050762569
"SL18-LD-2-MG1",-0.0201143237895818,-0.737932375024426,0.273452226839366,-25.0844306246278
"SA18-CB-1-MG2",0.042780538162094,0.563362557863126,-0.060222959238358,26.0739612296433
"SL18-NL-9-MG1",-0.0780068241247897,-0.762478566341189,-0.262637295316774,-35.4550349337003
"SA18-CB-2-MG1",0.0225878213345728,0.140176666195639,-0.00137448015226354,9.11880692298629
"SA18-CB-4-MG1",-0.00699674008216184,0.0315046169239475,-0.156746607758332,-20.1488614340415
"SL18-OI-18-MG1",-0.047026713934518,-0.781536465839432,0.211963434725634,-37.6047810804352
"SL18-LL-9-MG3",-0.0161202506419853,-0.357115011504487,0.118263614976346,-40.3359410528488
"SA18-CB-10-MG1",0.181030950682884,1.69650886524949,-0.0621000797654551,-5.11226072815791
"SA18-CB-3-MG3",0.13027159321499,1.53078769202729,-0.178778486304894,44.7124754169218
"SL18-NL-10-MG2",-0.050067688807807,-0.46100669164889,-0.0075281172978587,1.63428951642846
"SL18-NL-2-MG3",-0.0414896621842831,-0.384308216813086,-0.0329235313969518,-13.2177300755763
"SL18-SF-13-MG3",-0.0283398735621382,-0.672437462745537,0.227962476108259,-2.70682048304295
"SL18-OI-6-MG2",0.108118961352303,0.857208446886419,0.288035260058759,-9.53678866213855
"SL18-OI-15-MG2",0.131052866485613,1.25141257463736,0.0559684699631231,30.7158159768797
"SL18-SF-17-MG3",0.0111266845754149,0.033814503875712,0.0264533163356622,-6.9643552585994
"SL18-NL-7-MG1",-0.0713145886628361,-0.846413272203557,0.04543707133146,-41.5982393625893
"SL18-SF-13-MG1",0.0971207229498402,0.888362194652534,0.0248350070870056,29.4684778187624
