Plot #,Cross ID,FemaleGP,Female Location,MaleGP,Male Location,Crosses,Cross Location,Category,Site,F_Keeper,M_Keeper,Painting Density ,Development Ranking,Contamination is Culture,Line ,Position,Block,Harvest Date,Sample Date,Time,Recorder,Photo,Photo Score,Wet Weight of Plot (kg),Length of Plot (m),Wet Weight per meter (kg),% Dry Weight (Subsample),Dry Yield (kg/m) (Subsample),% Dry Weight (Individual),Dry Yield (kg/m) (Individual),Sporphyte Density per Meter,Blade Length (cm),Blade Width Max (cm),Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),% Dry Weight,Stipe Hollow (Y),Stipe Hollow (N),Bullations (Y),Bullations (N),Fouling (Y),Fouling (N),Sorrus Tissue (Y),Sorrus Tissue (N)
S285,SL20_UCONN_S285,SL18-CC-12-FG2,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG2xSL18-OI-15-MG2,CC x OI,TopRep2,GOM,,,,,,5,5,1,6/7/21,6/8/21,17:48,,Yes,3,12.25,0.84,14.58,9.21,1.342474255,9.611598165,1.401691399,237.5,146.24,13.54,1,9.82,4.97,9.61,0,0,5,0,5,0,2,3
Check3,Check3,SL-OI-15-FG,OI,SL-ME1-MG1,ME1,SL-OI-15-FGxSL-ME1-MG1,OI x ME1,Check21,GOM,,,,,,5,6,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S286,SL20_UCONN_S286,SL18-NC-10-FG1,NC,SL18-OI-11-MG4,OI,SL18-NC-10-FG1xSL18-OI-11-MG4,NC x OI,TopRep2,GOM,,,,,,5,7,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S287,SL20_UCONN_S287,SL18-JS-19-FG3,JS,SL18-LD-1-MG3,LD,SL18-JS-19-FG3xSL18-LD-1-MG3,JS x LD,Extra,GOM,,,,,,5,8,1,6/7/21,6/8/21,17:53,,Yes,2,6.15,0.95,6.47,10.65,0.689408667,9.719848106,0.629232272,62.5,85.18,23.52,0.65,28.06,5.44,9.72,0,0,1,4,5,0,0,5
S288,SL20_UCONN_S288,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Paint_replace,GOM,,,,,,5,9,1,6/7/21,6/8/21,17:59,,Yes,3,4.72,0.87,5.43,11.56,0.627003087,10.60425238,0.575311164,56.25,87.06,13.74,0.63,14.24,4.98,10.6,0,0,0,5,4,1,1,4
S289,SL20_UCONN_S289,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,2000,GOM,,,,,,5,10,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S290,SL20_UCONN_S290,SL18-CC-5-FG2,CC,SL18-NC-9-MG2,NC,SL18-CC-5-FG2xSL18-NC-9-MG2,CC x NC,TopRep2,GOM,,,,,,5,11,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S291,SL20_UCONN_S291,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,500,GOM,,,,,,5,12,2,6/7/21,6/8/21,18:03,,Yes,2,5.57,0.792,7.03,10.49,0.737656431,10.4064705,0.731869201,100,150.22,22.7,0.91,9.36,4.14,10.41,0,0,0,5,5,0,3,2
S292,SL20_UCONN_S292,SL18-CC-12-FG2,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG2xSL18-OI-15-MG2,CC x OI,TopRep1,GOM,,,,,,5,13,2,6/7/21,6/8/21,18:05,,Yes,3,16.45,0.83,19.82,9.94,1.970773063,10.3730401,2.055861562,193.75,175.18,21.06,0.92,20.12,5.64,10.37,0,0,5,0,5,0,5,0
S293,SL20_UCONN_S293,SL19-UCONN-144,UCONN,SL19-UCONN-144,UCONN,SL19-UCONN-144xSL19-UCONN-144,UCONN x UCONN,4000,GOM,,,,,,5,14,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S294,SL20_UCONN_S294,SL19-UCONN-BL3E,UCONN,SL19-UCONN-BL3E,UCONN,SL19-UCONN-BL3ExSL19-UCONN-BL3E,UCONN x UCONN,4000,GOM,,,,,,5,15,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S295,SL20_UCONN_S295,SL18-NL-6-FG1,NL,SL18-SF-13-MG13,SF,SL18-NL-6-FG1xSL18-SF-13-MG13,NL x SF,Diversity,GOM,,,,,,5,16,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S296,SL20_UCONN_S296,SL18-CC-3-FG3,CC,SL18-JS-19-MG1,JS,SL18-CC-3-FG3xSL18-JS-19-MG1,CC x JS,Top160,GOM,,,,,,5,17,2,6/7/21,6/8/21,18:13,,Yes,3,13.58,0.855,15.88,9.63,1.529112166,9.503050303,1.50937337,181.25,162.54,21.3,0.87,57.68,7.84,9.5,0,0,1,4,5,0,1,4
S297,SL20_UCONN_S297,SL18-NL-10-FG2,NL,SL18-UCONN-S32-MG2,UCONN,SL18-NL-10-FG2xSL18-UCONN-S32-MG2,NL x UCONN,Extra,GOM,,,,,,5,18,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S298,SL20_UCONN_S298,SL18-JS-19-FG3,JS,SL18-CC-11-MG6,CC,SL18-JS-19-FG3xSL18-CC-11-MG6,JS x CC,Extra,GOM,,,,,,5,19,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S299,SL20_UCONN_S299,SL19-UCONN-113,UCONN,SL19-UCONN-113,UCONN,SL19-UCONN-113xSL19-UCONN-113,UCONN x UCONN,1000,GOM,,,,,,5,20,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S300,SL20_UCONN_S300,SL18-JS-16-FG3,JS,SL18-NC-8-MG2,NC,SL18-JS-16-FG3xSL18-NC-8-MG2,JS x NC,Low10,GOM,,,,,,5,21,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S301,SL20_UCONN_S301,SL18-JS-6-FG2,JS,SL18-OI-15-MG2,OI,SL18-JS-6-FG2xSL18-OI-15-MG2,JS x OI,Top160,GOM,,,,,,5,22,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S302,SL20_UCONN_S302,SL18-NL-5-FG3,NL,SL18-OI-11-MG3,OI,SL18-NL-5-FG3xSL18-OI-11-MG3,NL x OI,Top160,GOM,,,,,,5,23,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S303,SL20_UCONN_S303,SL18-NL-10-FG3,NL,SL18-OI-11-MG1,OI,SL18-NL-10-FG3xSL18-OI-11-MG1,NL x OI,Top160,GOM,,,,,,5,24,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S304,SL20_UCONN_S304,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,4000,GOM,,,,,,5,25,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S305,SL20_UCONN_S305,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,1000,GOM,,,,,,5,26,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S306,SL20_UCONN_S306,,,,,SL20-GS-1xSL20-GS-5, x ,Industry Cross,GOM,,,,,,5,27,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S307,SL20_UCONN_S307,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,250,GOM,,,,,,5,28,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S308,SL20_UCONN_S308,SL18-UCONN-S78-FG1,UCONN,SL18-OI-11-MG2,OI,SL18-UCONN-S78-FG1xSL18-OI-11-MG2,UCONN x OI,Extra,GOM,,,,,,5,29,3,6/7/21,6/8/21,18:20,,Yes,2,5.52,0.8,6.9,11.73,0.809026682,10.18151196,0.702524325,68.75,87.88,10.94,0.8,8.96,3.76,10.18,0,0,0,5,5,0,1,4
S309,SL20_UCONN_S309,SL18-JS-6-FG2,JS,SL18-NC-2-MG1,NC,SL18-JS-6-FG2xSL18-NC-2-MG1,JS x NC,Top160,GOM,,,,,,5,30,3,6/7/21,6/8/21,18:23,,Yes,3,5.06,0.82,6.17,12.09,0.74583629,10.0102117,0.617703307,243.75,66.76,12.38,1.03,10.68,5.55,10.01,0,0,0,5,5,0,0,5
S310,SL20_UCONN_S310,SL18-OI-11-FG3,OI,SL18-NC-2-MG1,NC,SL18-OI-11-FG3xSL18-NC-2-MG1,OI x NC,TopRep1,GOM,,,,,,5,31,3,6/7/21,6/8/21,18:31,,Yes,2,4.67,0.91,5.13,8.26,0.423784186,9.532167142,0.489178248,68.75,30.68,7.42,0.36,4.94,2.94,9.53,0,0,1,4,2,3,0,5
S311,SL20_UCONN_S311,SL18-CC-3-FG3,CC,SL18-UCONN-S157-MG2,UCONN,SL18-CC-3-FG3xSL18-UCONN-S157-MG2,CC x UCONN,Top160,GOM,,,,,,5,32,3,6/7/21,6/8/21,18:36,,Yes,3,14.58,0.83,17.57,13.46,2.36446295,9.511748471,1.670858948,237.5,159.38,19.04,0.99,17.9,6.42,9.51,0,0,5,0,5,0,2,3
S312,SL20_UCONN_S312,SL18-NC-5-FG3,NC,SL18-OI-11-MG3,OI,SL18-NC-5-FG3xSL18-OI-11-MG3,NC x OI,Top160,GOM,,,,,,5,33,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S313,SL20_UCONN_S313,SL18-CC-6-FG1,CC,SL18-CC-11-MG6,CC,SL18-CC-6-FG1xSL18-CC-11-MG6,CC x CC,Extra,GOM,,,,,,5,34,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S314,SL20_UCONN_S314,SL18-CC-9-FG1,CC,SL18-CC-11-MG6,CC,SL18-CC-9-FG1xSL18-CC-11-MG6,CC x CC,Extra,GOM,,,,,,5,35,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S315,SL20_UCONN_S315,SL18-JS-6-FG2,JS,SL18-OI-17-MG1,OI,SL18-JS-6-FG2xSL18-OI-17-MG1,JS x OI,Top160,GOM,,,,,,5,36,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S316,SL20_UCONN_S316,SL19-UCONN-278,UCONN,SL19-UCONN-278,UCONN,SL19-UCONN-278xSL19-UCONN-278,UCONN x UCONN,4000,GOM,,,,,,5,37,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S317,SL20_UCONN_S317,SL18-CC-5-FG2,CC,SL18-JS-6-MG2,JS,SL18-CC-5-FG2xSL18-JS-6-MG2,CC x JS,Top160,GOM,,,,,,5,38,4,6/7/21,6/8/21,18:44,,Yes,3,8.74,0.875,9.99,11.19,1.117479853,9.024728673,0.90144147,200,109.04,18.64,1.06,4.1,4.03,9.02,0,0,4,1,5,0,0,5
S318,SL20_UCONN_S318,SL18-UCONN-S57-FG1,UCONN,SL18-OI-11-MG3,OI,SL18-UCONN-S57-FG1xSL18-OI-11-MG3,UCONN x OI,Top160,GOM,,,,,,5,39,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S319,SL20_UCONN_S319,SL18-UCONN-S2-FG1,UCONN,SL18-OI-17-MG1,OI,SL18-UCONN-S2-FG1xSL18-OI-17-MG1,UCONN x OI,Top160,GOM,,,,,,5,40,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S320,SL20_UCONN_S320,SL18-JS-9-FG2,JS,SL18-CC-7-MG1,CC,SL18-JS-9-FG2xSL18-CC-7-MG1,JS x CC,Extra,GOM,,,,,,5,41,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check6,GOM,,,,,,5,42,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S321,SL20_UCONN_S321,SL18-NC-5-FG3,NC,SL18-OI-11-MG1,OI,SL18-NC-5-FG3xSL18-OI-11-MG1,NC x OI,Top160,GOM,,,,,,5,43,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S322,SL20_UCONN_S322,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Paint_replace,GOM,,,,,,5,44,4,6/7/21,6/8/21,18:53,,Yes,1,2.41,0.8,3.01,13.79,0.415370501,10.42279035,0.313986559,31.25,124.82,18.6,0.7,19.14,5.19,10.42,0,0,0,5,5,0,4,1
S323,SL20_UCONN_S323,SL19-UCONN-113,UCONN,SL19-UCONN-113,UCONN,SL19-UCONN-113xSL19-UCONN-113,UCONN x UCONN,250,GOM,,,,,,5,45,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S324,SL20_UCONN_S324,SA18-CB-1-FG2,CB,SL18-JS-19-MG1,JS,SA18-CB-1-FG2xSL18-JS-19-MG1,CB x JS,Top160,GOM,,,,,,5,46,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S325,SL20_UCONN_S325,SL18-CC-6-FG2,CC,SL18-OI-9-MG3,OI,SL18-CC-6-FG2xSL18-OI-9-MG3,CC x OI,Extra,GOM,,,,,,5,47,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S326,SL20_UCONN_S326,SL-OI-6-FG-3,OI,SL-JS-6-MG-3,JS,SL-OI-6-FG-3xSL-JS-6-MG-3,OI x JS,Spray,GOM,,,,,,5,48,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S327,SL20_UCONN_S327,SL18-NC-12-FG2,NC,SL18-OI-14-MG1,OI,SL18-NC-12-FG2xSL18-OI-14-MG1,NC x OI,Extra,GOM,,,,,,5,49,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S328,SL20_UCONN_S328,SL18-OI-9-FG2,OI,SL18-LD-1-MG1,LD,SL18-OI-9-FG2xSL18-LD-1-MG1,OI x LD,Top160,GOM,,,,,,5,50,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S329,SL20_UCONN_S329,SL18-UCONN-S57-FG3,UCONN,SL18-OI-11-MG1,OI,SL18-UCONN-S57-FG3xSL18-OI-11-MG1,UCONN x OI,Top160,GOM,,,,,,5,51,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S330,SL20_UCONN_S330,SL18-JS-5-FG1,JS,SL18-OI-18-MG3,OI,SL18-JS-5-FG1xSL18-OI-18-MG3,JS x OI,Extra,GOM,,,,,,5,52,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S331,SL20_UCONN_S331,SL18-NL-3-FG3,NL,SL18-JS-19-MG1,JS,SL18-NL-3-FG3xSL18-JS-19-MG1,NL x JS,Top160,GOM,,,,,,5,53,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check1,Check1,SL-ME1-FG1,ME1,SL-ME1-MG1,ME1,SL-ME1-FG1xSL-ME1-MG1,ME1 x ME1,Check7,GOM,,,,,,5,54,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S332,SL20_UCONN_S332,SL19-UCONN-141,UCONN,SL19-UCONN-141,UCONN,SL19-UCONN-141xSL19-UCONN-141,UCONN x UCONN,4000,GOM,,,,,,5,55,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S333,SL20_UCONN_S333,SL19-UCONN-158,UCONN,SL19-UCONN-158,UCONN,SL19-UCONN-158xSL19-UCONN-158,UCONN x UCONN,4000,GOM,,,,,,5,56,6,6/7/21,6/8/21,19:00,,Yes,2,4.04,0.79,5.11,12.61,0.644842795,10.27683158,0.525549362,93.75,151.2,11.62,0.71,12.8,4.66,10.28,0,0,0,5,5,0,0,5
S334,SL20_UCONN_S334,SL18-CC-9-FG1,CC,SL18-OI-11-MG2,OI,SL18-CC-9-FG1xSL18-OI-11-MG2,CC x OI,Extra,GOM,,,,,,5,57,6,6/7/21,6/8/21,18:59,,Yes,1,4.78,0.83,5.76,,0,10.2467002,0.590111168,31.25,113.75,18.55,0.61,17.9,5.1,10.25,0,0,0,2,2,0,0,2
S335,SL20_UCONN_S335,SL18-CC-1-FG1,CC,SL18-OI-16-MG3,OI,SL18-CC-1-FG1xSL18-OI-16-MG3,CC x OI,TopRep2,GOM,,,,,,5,58,6,6/7/21,6/8/21,19:01,,Yes,2,2.34,0.77,3.04,10.23,0.310994832,9.0841891,0.276064967,87.5,62.12,15.9,0.66,3.66,2.86,9.08,0,0,1,4,5,0,0,5
S336,SL20_UCONN_S336,SL19-UCONN-201,UCONN,SL19-UCONN-201,UCONN,SL19-UCONN-201xSL19-UCONN-201,UCONN x UCONN,4000,GOM,,,,,,5,59,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check15,GOM,,,,,,5,60,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S337,SL20_UCONN_S337,SL18-NL-7-FG4,NL,SL18-OD-6-MG2,OD,SL18-NL-7-FG4xSL18-OD-6-MG2,NL x OD,Diversity,GOM,,,,,,5,61,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S338,SL20_UCONN_S338,SL18-OI-11-FG3,OI,SL18-CC-1-MG3,CC,SL18-OI-11-FG3xSL18-CC-1-MG3,OI x CC,TopRep2,GOM,,,,,,5,62,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S339,SL20_UCONN_S339,SL18-UCONN-S94-FG2,UCONN,SL18-OI-15-MG1,OI,SL18-UCONN-S94-FG2xSL18-OI-15-MG1,UCONN x OI,Top160,GOM,,,,,,5,63,6,6/7/21,6/8/21,19:07,,Yes,3,11.32,0.975,11.61,10.43,1.210749641,9.775923644,1.135009802,187.5,184.36,11.56,0.77,12.56,4.23,9.78,0,0,0,5,2,3,1,4
S340,SL20_UCONN_S340,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,4000,GOM,,,,,,5,64,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S341,SL20_UCONN_S341,SL18-CC-1-FG2,CC,SL18-OI-18-MG3,OI,SL18-CC-1-FG2xSL18-OI-18-MG3,CC x OI,Extra,GOM,,,,,,5,65,6,6/7/21,6/8/21,19:12,,,,6.66,0.8,8.33,10.72,0.892216842,8.355972807,0.695634736,137.5,103.46,14.42,0.67,5.22,3.36,8.36,0,0,4,1,5,0,0,5
S342,SL20_UCONN_S342,SL18-JS-5-FG2,JS,SL18-CC-7-MG1,CC,SL18-JS-5-FG2xSL18-CC-7-MG1,JS x CC,Extra,GOM,,,,,,5,66,6,6/7/21,6/8/21,19:15,,Yes,3,5.02,0.85,5.91,11.66,0.688450253,10.75409207,0.635124026,93.75,111.58,15.66,0.72,7.12,3.75,10.75,0,0,3,2,5,0,1,4
S343,SL20_UCONN_S343,SL18-NL-6-FG3,NL,SL18-OI-14-MG1,OI,SL18-NL-6-FG3xSL18-OI-14-MG1,NL x OI,Extra,GOM,,,,,,5,67,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S344,SL20_UCONN_S344,SL18-UCONN-S142-FG3,UCONN,SL18-OI-17-MG3,OI,SL18-UCONN-S142-FG3xSL18-OI-17-MG3,UCONN x OI,Top160,GOM,,,,,,5,68,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S345,SL20_UCONN_S345,SL18-CC-8-FG2,CC,SL18-JS-5-MG3,JS,SL18-CC-8-FG2xSL18-JS-5-MG3,CC x JS,TopRep2,GOM,,,,,,5,69,7,6/7/21,6/8/21,19:16,,Yes,3,7.76,0.85,9.13,10.38,0.94737862,9.835747832,0.89794592,156.25,101.7,11.94,0.84,7.96,4.02,9.84,0,0,0,5,5,0,1,4
S346,SL20_UCONN_S346,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,250,GOM,,,,,,5,70,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S347,SL20_UCONN_S347,SL18-NC-1-FG1,NC,SL18-OI-11-MG2,OI,SL18-NC-1-FG1xSL18-OI-11-MG2,NC x OI,Extra,GOM,,,,,,5,71,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S348,SL20_UCONN_S348,SL18-JS-19-FG2,JS,SL18-CC-11-MG6,CC,SL18-JS-19-FG2xSL18-CC-11-MG6,JS x CC,Extra,GOM,,,,,,5,72,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S349,SL20_UCONN_S349,SL18-NL-10-FG2,NL,SL18-LD-1-MG3,LD,SL18-NL-10-FG2xSL18-LD-1-MG3,NL x LD,Top160,GOM,,,,,,5,73,7,6/7/21,6/8/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S350,SL20_UCONN_S350,SL19-UCONN-278,UCONN,SL19-UCONN-278,UCONN,SL19-UCONN-278xSL19-UCONN-278,UCONN x UCONN,2000,GOM,,,,,,5,74,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S351,SL20_UCONN_S351,SL18-FI-1-FG10,FI,SL18-BL-17-MG1,BL,SL18-FI-1-FG10 x SL18-BL-17-MG1,FI x BL,,SNE,,,,,,1,1,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,1,2,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S352,SL20_UCONN_S352,SL18-TI-3-FG4,TI,SL18-FW-2-MG4,FW,SL18-TI-3-FG4 x SL18-FW-2-MG4,TI x FW,,SNE,,,,,,1,3,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,39,23.34,4.51,0.21,0.78,0.93,NA,0,0,4,6,10,0,0,10
S353,SL20_UCONN_S353,SL18-FW-14-FG1,FW,SL18-PI-1-MG2,PI,SL18-FW-14-FG1 x SL18-PI-1-MG2,FW x PI,,SNE,,,,,,1,4,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S354,SL20_UCONN_S354,SL18-TI-3-FG4,TI,SL18-BL-12-MG2,BL,SL18-TI-3-FG4 x SL18-BL-12-MG2,TI x BL,,SNE,,,,,,1,5,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,221,21.35,4.02,0.14,7.06,0.78,NA,0,0,2,8,10,0,0,10
S355,SL20_UCONN_S355,SL18-FW-14-FG1,FW,SL18-BL-17-MG2,BL,SL18-FW-14-FG1 x SL18-BL-17-MG2,FW x BL,,SNE,,,,,,1,6,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S356,SL20_UCONN_S356,SL18-FW-14-FG2,FW,SL18-BL-11-MG1,BL,SL18-FW-14-FG2 x SL18-BL-11-MG1,FW x BL,,SNE,,,,,,1,7,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,1,8,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S357,SL20_UCONN_S357,SL18-FW-14-FG12,FW,SL18-PI-1-MG2,PI,SL18-FW-14-FG12 x SL18-PI-1-MG2,FW x PI,,SNE,,,,,,1,9,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
