Plot #,Cross ID,FemaleGP,Female Location,MaleGP,Male Location,Crosses,Cross Location,Category,Site,F_Keeper,M_Keeper,Painting Density ,Development Ranking,Contamination is Culture,Line ,Position,Block,Harvest Date,Sample Date,Time,Recorder,Photo,Photo Score,Wet Weight of Plot (kg),Length of Plot (m),Wet Weight per meter (kg),% Dry Weight (Subsample),Dry Yield (kg/m) (Subsample),% Dry Weight (Individual),Dry Yield (kg/m) (Individual),Sporphyte Density per Meter,Blade Length (cm),Blade Width Max (cm),Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),% Dry Weight,Stipe Hollow (Y),Stipe Hollow (N),Bullations (Y),Bullations (N),Fouling (Y),Fouling (N),Sorrus Tissue (Y),Sorrus Tissue (N)
S138,SL20_UCONN_S138,SL18-NL-3-FG1,NL,SL18-OI-9-MG3,OI,SL18-NL-3-FG1xSL18-OI-9-MG3,NL x OI,Extra,GOM,,,,,,2,72,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S139,SL20_UCONN_S139,SL18-CC-6-FG1,CC,SL18-OI-9-MG3,OI,SL18-CC-6-FG1xSL18-OI-9-MG3,CC x OI,Extra,GOM,,,,,,2,73,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S140,SL20_UCONN_S140,SL18-UCONN-S142-FG1,UCONN,SL18-OI-15-MG1,OI,SL18-UCONN-S142-FG1xSL18-OI-15-MG1,UCONN x OI,Top160,GOM,,,,,,2,74,7,6/7/21,6/8/21,14:27,,Yes,2,8.88,0.915,9.7,12.36,1.199167682,10.6524033,1.033807009,75,211.16,23.94,0.59,14.18,5.35,10.65,0,0,0,5,5,0,3,2
S141,SL20_UCONN_S141,SL18-CC-6-FG3,CC,SL18-CC-7-MG1,CC,SL18-CC-6-FG3xSL18-CC-7-MG1,CC x CC,Extra,GOM,,,,,,3,1,1,6/7/21,6/8/21,14:35,,Yes,2,9.45,0.893,10.58,10.58,1.119889559,9.683197586,1.02470568,275,157.74,16.06,0.58,7.92,4.37,9.68,0,0,3,2,5,0,2,3
S142,SL20_UCONN_S142,SL18-LD-13-FG2,LD,SL18-OD-3-MG1,OD,SL18-LD-13-FG2xSL18-OD-3-MG1,LD x OD,Diversity,GOM,,,,,,3,2,1,6/7/21,6/8/21,14:39,,Yes,2,9.18,0.89,10.31,12.03,1.240700043,9.76447601,1.007167301,62.5,141.3,26.5,1.18,60.1,8.14,9.76,0,0,0,5,5,0,0,5
S143,SL20_UCONN_S143,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI x JS,TopRep1,GOM,,,,,,3,3,1,6/7/21,6/8/21,14:42,,Yes,1,3.12,0.866,3.6,11.44,0.41199474,9.888660759,0.356265838,137.5,155.5,17.7,0.92,29.9,6.59,9.89,0,0,0,5,5,0,0,5
S144,SL20_UCONN_S144,SL18-SF-13-FG2,SF,SL18-UCONN-S5-MG1,UCONN,SL18-SF-13-FG2xSL18-UCONN-S5-MG1,SF x UCONN,Top160,GOM,,,,,,3,4,1,6/7/21,6/8/21,14:46,,Yes,3,19.2,0.855,22.46,10.79,2.423102567,11.39787212,2.55952216,381.25,217.06,23.18,0.71,103.8,11.43,11.4,0,0,0,5,5,0,2,3
S145,SL20_UCONN_S145,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI x JS,Top160,GOM,,,,,,3,5,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S146,SL20_UCONN_S146,SL19-UCONN-113,UCONN,SL19-UCONN-113,UCONN,SL19-UCONN-113xSL19-UCONN-113,UCONN x UCONN,4000,GOM,,,,,,3,6,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S147,SL20_UCONN_S147,SL18-JS-9-FG2,JS,SL18-OI-18-MG4,OI,SL18-JS-9-FG2xSL18-OI-18-MG4,JS x OI,Extra,GOM,,,,,,3,7,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S148,SL20_UCONN_S148,SL18-NC-15-FG1,NC,SL18-OI-18-MG1,OI,SL18-NC-15-FG1xSL18-OI-18-MG1,NC x OI,Extra,GOM,,,,,,3,8,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check11,GOM,,,,,,3,9,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S149,SL20_UCONN_S149,SL19-UCONN-113,UCONN,SL19-UCONN-113,UCONN,SL19-UCONN-113xSL19-UCONN-113,UCONN x UCONN,2000,GOM,,,,,,3,10,1,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S150,SL20_UCONN_S150,SL18-NL-5-FG3,NL,SL18-OI-11-MG1,OI,SL18-NL-5-FG3xSL18-OI-11-MG1,NL x OI,Top160,GOM,,,,,,3,11,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S151,SL20_UCONN_S151,SL18-NC-10-FG1,NC,SL18-CC-2-MG6,CC,SL18-NC-10-FG1xSL18-CC-2-MG6,NC x CC,Extra,GOM,,,,,,3,12,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S152,SL20_UCONN_S152,SL18-NL-9-FG2,NL,SL18-OD-10-MG3,OD,SL18-NL-9-FG2xSL18-OD-10-MG3,NL x OD,Diversity,GOM,,,,,,3,13,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S153,SL20_UCONN_S153,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Spray_replace,GOM,,,,,,3,14,2,6/7/21,6/8/21,14:52,,Yes,1,2.73,0.845,3.23,13.52,0.436811863,11.78812389,0.38084708,37.5,111.38,18.96,0.51,6.34,2.9,11.79,0,0,0,5,4,1,2,3
S154,SL20_UCONN_S154,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Paint_replace,GOM,,,,,,3,15,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S155,SL20_UCONN_S155,SL18-NL-10-FG3,NL,SL18-LD-1-MG3,LD,SL18-NL-10-FG3xSL18-LD-1-MG3,NL x LD,Top160,GOM,,,,,,3,16,2,6/7/21,6/8/21,,,,,,,,,0,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S156,SL20_UCONN_S156,SL18-UCONN-S57-FG3,UCONN,SL18-OI-11-MG3,OI,SL18-UCONN-S57-FG3xSL18-OI-11-MG3,UCONN x OI,Top160,GOM,,,,,,3,17,2,6/7/21,6/8/21,14.55,,Yes,3,10.1,0.88,11.48,11.21,1.287125577,9.752999092,1.119378305,131.25,160.94,14.04,1.5,12,5.76,9.75,0,0,0,5,5,0,5,0
S157,SL20_UCONN_S157,SL19-UCONN-BL3E,UCONN,SL19-UCONN-BL3E,UCONN,SL19-UCONN-BL3ExSL19-UCONN-BL3E,UCONN x UCONN,4000,GOM,,,,,,3,18,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S158,SL20_UCONN_S158,SL18-JS-16-FG1,JS,SL18-OI-18-MG4,OI,SL18-JS-16-FG1xSL18-OI-18-MG4,JS x OI,Extra,GOM,,,,,,3,19,2,6/7/21,6/8/21,14.58,,Yes,2,3.85,0.81,4.75,11.59,0.55104223,11.14088353,0.529535822,12.5,101.12,20.36,0.67,6.2,3.77,11.14,0,0,2,3,5,0,1,4
S159,SL20_UCONN_S159,SL18-NC-5-FG3,NC,SL18-LD-1-MG1,LD,SL18-NC-5-FG3xSL18-LD-1-MG1,NC x LD,Top160,GOM,,,,,,3,20,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S160,SL20_UCONN_S160,SA18-CB-10-FG6,CB,SL18-NC-2-MG3,NC,SA18-CB-10-FG6xSL18-NC-2-MG3,CB x NC,Top160,GOM,,,,,,3,21,2,6/7/21,6/8/21,15:02,,Yes,3,13.34,0.85,15.69,11.92,1.870926719,10.86402857,1.705013426,181.25,186.84,12.5,0.71,13.44,4.4,10.86,0,0,0,5,5,0,1,4
S161,SL20_UCONN_S161,SL19-UCONN-176,UCONN,SL19-UCONN-176,UCONN,SL19-UCONN-176xSL19-UCONN-176,UCONN x UCONN,2000,GOM,,,,,,3,22,2,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S162,SL20_UCONN_S162,SL18-UCONN-S157-FG1,UCONN,SL18-LD-2-MG2,LD,SL18-UCONN-S157-FG1xSL18-LD-2-MG2,UCONN x LD,Top160,GOM,,,,,,3,23,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S163,SL20_UCONN_S163,SL18-CC-5-FG3,CC,SL18-JS-5-MG2,JS,SL18-CC-5-FG3xSL18-JS-5-MG2,CC x JS,TopRep1,GOM,,,,,,3,24,3,6/7/21,6/8/21,15:06,,Yes,2,3.94,0.8,4.93,11.2,0.551433667,10.6760263,0.525794295,112.5,83.62,11.52,0.73,7.08,3.17,10.68,0,0,0,5,4,1,1,4
S164,SL20_UCONN_S164,SL18-UCONN-S157-FG2,UCONN,SL18-LD-2-MG2,LD,SL18-UCONN-S157-FG2xSL18-LD-2-MG2,UCONN x LD,Top160,GOM,,,,,,3,25,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S165,SL20_UCONN_S165,SL18-SF-13-FG2,SF,SL18-NC-2-MG1,NC,SL18-SF-13-FG2xSL18-NC-2-MG1,SF x NC,Top160,GOM,,,,,,3,26,3,6/7/21,6/8/21,15:09,,Yes,3,3.75,0.812,4.62,10.89,0.503080789,10.09704327,0.466304338,62.5,115.22,20.04,0.75,27.88,6.93,10.1,0,0,0,5,5,0,1,4
S166,SL20_UCONN_S166,SL18-UCONN-S2-FG3,UCONN,SL18-OI-17-MG1,OI,SL18-UCONN-S2-FG3xSL18-OI-17-MG1,UCONN x OI,Top160,GOM,,,,,,3,27,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S167,SL20_UCONN_S167,SL18-JS-16-FG1,JS,SL18-CC-7-MG2,CC,SL18-JS-16-FG1xSL18-CC-7-MG2,JS x CC,Extra,GOM,,,,,,3,28,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S168,SL20_UCONN_S168,,,,,SL20-DW-1xSL20-DW-2xSL20-DW-3xSL20-GS-1xSL20-GS-5, x ,Industry Cross,GOM,,,,,,3,29,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S169,SL20_UCONN_S169,SL18-CC-1-FG1,CC,SL18-OI-16-MG3,OI,SL18-CC-1-FG1xSL18-OI-16-MG3,CC x OI,TopRep1,GOM,,,,,,3,30,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S170,SL20_UCONN_S170,SL18-NL-2-FG1,NL,SL18-CC-6-MG2,CC,SL18-NL-2-FG1xSL18-CC-6-MG2,NL x CC,Diversity,GOM,,,,,,3,31,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
Check2,Check2,SL-ME1-FG1,ME1,SL-ME2-MG2,ME2,SL-ME1-FG1xSL-ME2-MG2,ME1 x ME2,Check12,GOM,,,,,,3,32,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S171,SL20_UCONN_S171,SL18-NC-10-FG1,NC,SL18-OI-11-MG2,OI,SL18-NC-10-FG1xSL18-OI-11-MG2,NC x OI,Extra,GOM,,,,,,3,33,3,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S172,SL20_UCONN_S172,SL19-UCONN-227,UCONN,SL19-UCONN-227,UCONN,SL19-UCONN-227xSL19-UCONN-227,UCONN x UCONN,4000,GOM,,,,,,3,34,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S173,SL20_UCONN_S173,SA18-CB-1-FG2,CB,SL18-LD-1-MG1,LD,SA18-CB-1-FG2xSL18-LD-1-MG1,CB x LD,Top160,GOM,,,,,,3,35,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S174,SL20_UCONN_S174,SL19-UCONN-119,UCONN,SL19-UCONN-119,UCONN,SL19-UCONN-119xSL19-UCONN-119,UCONN x UCONN,500,GOM,,,,,,3,36,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S175,SL20_UCONN_S175,SL18-JS-16-FG3,JS,SL18-JS-9-MG3,JS,SL18-JS-16-FG3xSL18-JS-9-MG3,JS x JS,Low10,GOM,,,,,,3,37,4,6/7/21,6/8/21,15:16,,Yes,2,2.51,0.89,2.82,11.58,0.326508171,11.74120093,0.331128251,106.25,97.02,16.28,0.81,8.46,4.12,11.74,0,0,0,5,5,0,3,2
Check3,Check3,SL-OI-15-FG,OI,SL-ME1-MG1,ME1,SL-OI-15-FGxSL-ME1-MG1,OI x ME1,Check18,GOM,,,,,,3,38,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S176,SL20_UCONN_S176,SL18-NC-12-FG1,NC,SL18-NL-9-MG2,NL,SL18-NC-12-FG1xSL18-NL-9-MG2,NC x NL,Diversity,GOM,,,,,,3,39,4,6/7/21,6/8/21,15:17,,Yes,1,2.51,0.861,2.92,10.98,0.320125758,10.27470118,0.299529616,68.75,61.06,11.3,0.59,7.8,3.48,10.27,0,0,0,5,4,1,1,4
S177,SL20_UCONN_S177,SL19-UCONN-58,UCONN,SL19-UCONN-58,UCONN,SL19-UCONN-58xSL19-UCONN-58,UCONN x UCONN,4000,GOM,,,,,,3,40,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S178,SL20_UCONN_S178,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Spray_replace,GOM,,,,,,3,41,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S179,SL20_UCONN_S179,SL18-NC-15-FG1,NC,SL18-OI-11-MG2,OI,SL18-NC-15-FG1xSL18-OI-11-MG2,NC x OI,Extra,GOM,,,,,,3,42,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S180,SL20_UCONN_S180,SL18-OI-6-FG2,OI,SL18-LD-2-MG2,LD,SL18-OI-6-FG2xSL18-LD-2-MG2,OI x LD,Spray,GOM,,,,,,3,43,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S181,SL20_UCONN_S181,SL19-UCONN-220,UCONN,SL19-UCONN-220,UCONN,SL19-UCONN-220xSL19-UCONN-220,UCONN x UCONN,4000,GOM,,,,,,3,44,4,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S182,SL20_UCONN_S182,SA18-CB-10-FG6,CB,SL18-JS-6-MG1,JS,SA18-CB-10-FG6xSL18-JS-6-MG1,CB x JS,Top160,GOM,,,,,,3,45,5,6/7/21,6/8/21,15:21,,Yes,3,5.82,0.85,6.85,11.26,0.770891408,12.0249046,0.823352291,143.75,145.02,11.26,1.24,5.84,3.1,12.02,0,0,0,5,5,0,0,5
S183,SL20_UCONN_S183,SA18-CB-4-FG6,CB,SL18-OI-15-MG2,OI,SA18-CB-4-FG6xSL18-OI-15-MG2,CB x OI,Top160,GOM,,,,,,3,46,5,6/7/21,6/8/21,15:24,,Yes,3,12.92,0.895,14.44,10.43,1.50600556,11.27147118,1.627121874,181.25,220.12,10.44,1.04,9.54,4.14,11.27,0,0,0,5,5,0,2,3
S184,SL20_UCONN_S184,SL18-JS-5-FG2,JS,SL18-OI-11-MG2,OI,SL18-JS-5-FG2xSL18-OI-11-MG2,JS x OI,Extra,GOM,,,,,,3,47,5,6/7/21,6/8/21,15:27,,Yes,3,6.14,0.83,7.4,10.96,0.81094664,8.833366904,0.653456299,168.75,68.1,12.4,0.51,15.78,4.82,8.83,0,0,0,5,5,0,1,4
S185,SL20_UCONN_S185,SL18-OI-15-FG1,OI,SL18-UCONN-S143-MG2,UCONN,SL18-OI-15-FG1xSL18-UCONN-S143-MG2,OI x UCONN,Top160,GOM,,,,,,3,48,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S186,SL20_UCONN_S186,SL19-UCONN-141,UCONN,SL19-UCONN-141,UCONN,SL19-UCONN-141xSL19-UCONN-141,UCONN x UCONN,4000,GOM,,,,,,3,49,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S187,SL20_UCONN_S187,SL18-NC-15-FG2,NC,SL18-CC-7-MG2,CC,SL18-NC-15-FG2xSL18-CC-7-MG2,NC x CC,Extra,GOM,,,,,,3,50,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S188,SL20_UCONN_S188,SL19-UCONN-272,UCONN,SL19-UCONN-272,UCONN,SL19-UCONN-272xSL19-UCONN-272,UCONN x UCONN,4000,GOM,,,,,,3,51,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S189,SL20_UCONN_S189,SL18-CC-3-FG2,CC,SL18-JS-6-MG1,JS,SL18-CC-3-FG2xSL18-JS-6-MG1,CC x JS,Top160,GOM,,,,,,3,52,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S190,SL20_UCONN_S190,SL18-CC-5-FG3,CC,SL18-JS-5-MG2,JS,SL18-CC-5-FG3xSL18-JS-5-MG2,CC x JS,TopRep2,GOM,,,,,,3,53,5,6/7/21,6/8/21,15:30,,Yes,3,4.64,0.73,6.36,10.9,0.692957182,10.26774646,0.652634844,106.25,111.24,14.94,1.11,7.1,3.37,10.27,0,0,0,5,5,0,1,4
S191,SL20_UCONN_S191,SL18-SF-17-FG2,SF,SA18-CB-1-MG13,CB,SL18-SF-17-FG2xSA18-CB-1-MG13,SF x CB,TopRep2,GOM,,,,,,3,54,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S192,SL20_UCONN_S192,SL18-CC-1-FG3,CC,SL18-OI-14-MG1,OI,SL18-CC-1-FG3xSL18-OI-14-MG1,CC x OI,Extra,GOM,,,,,,3,55,5,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S193,SL20_UCONN_S193,SL18-UCONN-S158-FG1,UCONN,SL18-LD-1-MG1,LD,SL18-UCONN-S158-FG1xSL18-LD-1-MG1,UCONN x LD,Top160,GOM,,,,,,3,56,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S194,SL20_UCONN_S194,SL18-OI-6-FG3,OI,SA18-CB-3-MG3,CB,SL18-OI-6-FG3xSA18-CB-3-MG3,OI x CB,Top160,GOM,,,,,,3,57,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S195,SL20_UCONN_S195,SL19-UCONN-278,UCONN,SL19-UCONN-278,UCONN,SL19-UCONN-278xSL19-UCONN-278,UCONN x UCONN,250,GOM,,,,,,3,58,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S196,SL20_UCONN_S196,SL18-OI-6-FG3,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG3xSL18-JS-6-MG1,OI x JS,Spray,GOM,,,,,,3,59,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S197,SL20_UCONN_S197,SL19-UCONN-56,UCONN,SL19-UCONN-56,UCONN,SL19-UCONN-56xSL19-UCONN-56,UCONN x UCONN,4000,GOM,,,,,,3,60,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S198,SL20_UCONN_S198,SL18-SF-13-FG2,SF,SA18-CB-3-MG3,CB,SL18-SF-13-FG2xSA18-CB-3-MG3,SF x CB,diversity,GOM,,,,,,3,61,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S199,SL20_UCONN_S199,SL18-CC-3-FG3,CC,SL18-UCONN-S157-MG1,UCONN,SL18-CC-3-FG3xSL18-UCONN-S157-MG1,CC x UCONN,Top160,GOM,,,,,,3,62,6,6/7/21,6/8/21,15:34,,Yes,2,7.68,0.87,8.83,10.66,0.940842491,10.76093622,0.949930922,106.25,184.46,21.58,0.83,18.4,5.86,10.76,0,0,5,0,5,0,4,1
Check3,Check3,SL-OI-15-FG,OI,SL-ME1-MG1,ME1,SL-OI-15-FGxSL-ME1-MG1,OI x ME1,Check19,GOM,,,,,,3,63,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S200,SL20_UCONN_S200,SL18-OI-6-FG2,OI,SL18-OI-11-MG3,OI,SL18-OI-6-FG2xSL18-OI-11-MG3,OI x OI,Spray_replace,GOM,,,,,,3,64,6,6/7/21,6/8/21,15:38,,Yes,2,1.53,0.795,1.92,11.15,0.214513329,11.95975909,0.230168949,25,242.7,18.86,0.76,11.3,3.31,11.96,0,0,0,5,3,2,3,2
S201,SL20_UCONN_S201,SL19-UCONN-213,UCONN,SL19-UCONN-213,UCONN,SL19-UCONN-213xSL19-UCONN-213,UCONN x UCONN,4000,GOM,,,,,,3,65,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S202,SL20_UCONN_S202,SA18-CB-5-FG3,CB,SL18-NL-3-MG1,NL,SA18-CB-5-FG3xSL18-NL-3-MG1,CB x NL,Diversity,GOM,,,,,,3,66,6,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S203,SL20_UCONN_S203,SL18-SF-17-FG2,SF,SL18-JS-6-MG1,JS,SL18-SF-17-FG2xSL18-JS-6-MG1,SF x JS,Top160,GOM,,,,,,3,67,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S204,SL20_UCONN_S204,SL18-CC-3-FG3,CC,SL18-OI-15-MG1,OI,SL18-CC-3-FG3xSL18-OI-15-MG1,CC x OI,Top160,GOM,,,,,,3,68,7,6/7/21,6/8/21,15:42,,Yes,1,2.47,0.831,2.97,9.5,0.282363489,9.429691934,0.280280855,50,121.38,21.16,0.8,11.32,4.55,9.43,0,0,2,3,5,0,1,4
S205,SL20_UCONN_S205,SL18-NL-10-FG2,NL,SL18-OI-11-MG1,OI,SL18-NL-10-FG2xSL18-OI-11-MG1,NL x OI,Top160,GOM,,,,,,3,69,7,6/7/21,6/8/21,15:45,,Yes,3,4.27,0.675,6.33,10.36,0.655544711,9.228136119,0.583765055,68.75,90.4,12.9,0.63,5,3.07,9.23,0,0,0,5,5,0,2,3
S206,SL20_UCONN_S206,SL18-CC-5-FG1,CC,SL18-NC-2-MG3,NC,SL18-CC-5-FG1xSL18-NC-2-MG3,CC x NC,Top160,GOM,,,,,,3,70,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S207,SL20_UCONN_S207,SA8-CB-1-FG2,CB,SL18-JS-19-MG1,JS,SA18-CB-1-FG2xSL18-JS-19-MG1,CB x JS,Extra,GOM,,,,,,3,71,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S208,SL20_UCONN_S208,SL18-CC-12-FG3,CC,SL18-OI-15-MG2,OI,SL18-CC-12-FG3xSL18-OI-15-MG2,CC x OI,Top160,GOM,,,,,,3,72,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S209,SL20_UCONN_S209,SL18-NL-6-FG2,NL,SL18-OI-18-MG1,OI,SL18-NL-6-FG2xSL18-OI-18-MG1,NL x OI,Extra,GOM,,,,,,3,73,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S210,SL20_UCONN_S210,SL18-OI-6-FG2,OI,SL18-JS-6-MG1,JS,SL18-OI-6-FG2xSL18-JS-6-MG1,OI x JS,Top160,GOM,,,,,,3,74,7,6/7/21,6/8/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S211,SL20_UCONN_S211,SA18-CB-7-FG1,CB,SL18-LD-1-MG1,LD,SA18-CB-7-FG1xSL18-LD-1-MG1,CB x LD,TopRep2,GOM,,,,,,4,1,1,6/7/21,6/8/21,15:56,,Yes,3,11.37,0.85,13.38,10.7,1.431216297,9.334206012,1.248587322,212.5,185.06,15.14,0.8,48.92,6.36,9.33,0,0,0,5,5,0,1,4
