Culture ID,Culture Code,Location,Updated Species 2019,Form,Tray ID,Biomass,Shelf / Location,Observations,Last Media Change
SL-SF-13-FG15,SL-SF-13-FG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-13-FG16,SL-SF-13-FG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-13-MG14,SL-SF-13-MG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-13-MG15,SL-SF-13-MG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-13-MG16,SL-SF-13-MG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-15-FG14,SL-SF-15-FG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-15-FG15,SL-SF-15-FG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-15-FG16,SL-SF-15-FG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-15-MG14,SL-SF-15-MG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-15-MG15,SL-SF-15-MG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-15-MG16,SL-SF-15-MG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-17-FG14,SL-SF-17-FG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-17-FG15,SL-SF-17-FG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,L,C7L,,1/11/2021
SL-SF-17-FG16,SL-SF-17-FG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-17-MG14,SL-SF-17-MG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-17-MG15,SL-SF-17-MG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-17-MG16,SL-SF-17-MG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-18-FG14,SL-SF-18-FG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-18-FG15,SL-SF-18-FG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-18-FG16,SL-SF-18-FG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-18-MG14,SL-SF-18-MG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-18-MG15,SL-SF-18-MG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-18-MG16,SL-SF-18-MG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,L,C7L,,1/11/2021
SL-SF-19-FG14,SL-SF-19-FG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-19-FG15,SL-SF-19-FG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-19-FG16,SL-SF-19-FG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-19-MG14,SL-SF-19-MG-14,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,M,C7L,,1/11/2021
SL-SF-19-MG15,SL-SF-19-MG-15,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-SF-19-MG16,SL-SF-19-MG-16,Sullivan Falls,S. latissima,Backup vial Sibling,1024B,H,C7L,,1/11/2021
SL-NL-2-FG15,SL-NL-2-FG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,M,C7L,,1/11/2021
SL-NL-2-FG16,SL-NL-2-FG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,M,C7L,Dup,1/11/2021
SL-NL-2-MG14,SL-NL-2-MG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,Dup,1/11/2021
SL-NL-2-MG15,SL-NL-2-MG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,M,C7L,,1/11/2021
SL-NL-3-MG14,SL-NL-3-MG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-3-MG15,SL-NL-3-MG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-3-MG16,SL-NL-3-MG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-6-FG14,SL-NL-6-FG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,Dup,1/11/2021
SL-NL-6-FG15,SL-NL-6-FG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,,1/11/2021
SL-NL-6-FG16,SL-NL-6-FG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,,1/11/2021
SL-NL-6-MG15,SL-NL-6-MG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,,1/11/2021
SL-NL-6-MG16,SL-NL-6-MG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,H,C7L,,1/11/2021
SL-NL-7-FG14,SL-NL-7-FG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-7-FG15,SL-NL-7-FG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,,,none,1/11/2021
SL-NL-7-FG16,SL-NL-7-FG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-7-MG14,SL-NL-7-MG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,M,C7L,,1/11/2021
SL-NL-7-MG15,SL-NL-7-MG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-7-MG16,SL-NL-7-MG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-9-MG14,SL-NL-9-MG-14,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-9-MG15,SL-NL-9-MG-15,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,L,C7L,,1/11/2021
SL-NL-9-MG16,SL-NL-9-MG-16,Nubble Lighthouse,S. latissima,Backup vial Sibling,1023B,,,none,1/11/2021
SL-BL-12-FG14,SL-BL-12-FG-14,Black Ledge,S. latissima,Backup vial Sibling,1022B,M,C7L,,1/11/2021
SL-BL-12-FG15,SL-BL-12-FG-15,Black Ledge,S. latissima,Backup vial Sibling,1022B,M,C7L,,1/11/2021
SL-BL-12-FG16,SL-BL-12-FG-16,Black Ledge,S. latissima,Backup vial Sibling,1022B,M,C7L,,1/11/2021
SL-BL-15-FG14,SL-BL-15-FG-14,Black Ledge,S. latissima,Backup vial Sibling,1022B,M,C7L,,1/11/2021
SL-BL-15-FG15,SL-BL-15-FG-15,Black Ledge,S. latissima,Backup vial Sibling,1022B,L,C7L,,1/11/2021
SL-BL-15-FG16,SL-BL-15-FG-16,Black Ledge,S. latissima,Backup vial Sibling,1022B,L,C7L,,1/11/2021
SL-CC-3-FG14,SL-CC-3-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-3-FG15,SL-CC-3-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,M,C7L,,9/11/2019
SL-CC-3-FG16,SL-CC-3-FG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,L,C7L,,9/11/2019
SL-CC-3-MG14,SL-CC-3-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,L,C7L,Bleached,9/11/2019
SL-CC-3-MG15,SL-CC-3-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,M,C7L,Bleached,9/11/2019
SL-CC-3-MG16,SL-CC-3-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,Bleached,9/11/2019
SL-CC-4-FG15,SL-CC-4-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,M,C7L,,1/4/2021
SL-CC-4-MG14,SL-CC-4-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,Dup,1/4/2021
SL-CC-4-MG15,SL-CC-4-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,L,C7L,,1/4/2021
SL-CC-4-MG16,SL-CC-4-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,Dup,1/4/2021
SL-CC-5-FG14,SL-CC-5-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,Bleached,9/11/2019
SL-CC-5-FG15,SL-CC-5-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,Bleached,9/11/2019
SL-CC-5-MG14,SL-CC-5-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-5-MG15,SL-CC-5-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-5-MG16,SL-CC-5-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-6-MG14,SL-CC-6-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,,1/4/2021
SL-CC-6-MG15,SL-CC-6-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,L,C7L,,1/4/2021
SL-CC-6-MG16,SL-CC-6-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,L,C7L,,1/4/2021
SL-CC-7-FG14,SL-CC-7-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,Dup,1/4/2021
SL-CC-7-FG15,SL-CC-7-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,L,C7L,Dup,9/11/2019
SL-CC-7-MG15,SL-CC-7-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,,1/4/2021
SL-CC-7-MG16,SL-CC-7-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,M,C7L,Dup,1/4/2021
SL-CC-8-FG14,SL-CC-8-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,M,C7L,,1/4/2021
SL-CC-8-FG15,SL-CC-8-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,L,C7L,,1/4/2021
SL-CC-8-MG14,SL-CC-8-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,,1/4/2021
SL-CC-8-MG15,SL-CC-8-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,,1/4/2021
SL-CC-8-MG16,SL-CC-8-MG-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,H,C7L,,1/4/2021
SL-CC-9-14,SL-CC-9-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,M,C7L,,9/11/2019
SL-CC-9-15,SL-CC-9-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-9-16,SL-CC-9-16,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,M,C7L,,9/11/2019
SL-CC-10-FG16,SL-CC-10-FG-16,Cape Cod Canal,S.latissima,Backup vial Sibling,1021B,M,C7L,,9/11/2019
SL-CC-10-MG15,SL-CC-10-MG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,M,C7L,Bleached,9/11/2019
SL-CC-10-MG14,SL-CC-10-MG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,Dup,9/11/2019
SL-CC-11-FG14,SL-CC-11-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,Dup,9/11/2019
SL-CC-11-FG15,SL-CC-11-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1021B,H,C7L,,9/11/2019
SL-CC-12-FG14,SL-CC-12-FG-14,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,M,C7L,,1/4/2021
SL-CC-12-FG15,SL-CC-12-FG-15,Cape Cod Canal,S. latissima,Backup vial Sibling,1028B,M,C7L,,1/4/2021
SL-LD-1-FG14,SL-LD-1-FG-14,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-1-FG16,SL-LD-1-FG-16,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-4-FG15,SL-LD-4-FG-15,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,Dup,1/18/2021
SL-LD-4-MG14,SL-LD-4-MG-14,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,Dup,1/18/2021
SL-LD-4-MG15,SL-LD-4-MG-15,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-4-MG16,SL-LD-4-MG-16,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-FG14,SL-LD-14-FG-14,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-FG15,SL-LD-14-FG-15,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-FG16,SL-LD-14-FG-16,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-MG14,SL-LD-14-MG-14,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-MG15,SL-LD-14-MG-15,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL-LD-14-MG16,SL-LD-14-MG-16,Lubec Dock,S. latissima,Backup vial Sibling,1025B,H,C7L,,1/18/2021
SL18-S2-FG4,SL18-S2-FG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S2-FG5,SL18-S2-FG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S2-FG6,SL18-S2-FG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S2-MG4,SL18-S2-MG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S2-MG5,SL18-S2-MG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S2-MG6,SL18-S2-MG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S4-FG4,SL18-S4-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,Dup,
SL18-S4-FG5,SL18-S4-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S4-MG4,SL18-S4-MG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S4-MG5,SL18-S4-MG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S4-MG6,SL18-S4-MG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S5-FG5,SL18-S5-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S5-FG6,SL18-S5-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S5-MG4,SL18-S5-MG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S5-MG5,SL18-S5-MG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S5-MG6,SL18-S5-MG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S11-FG6,SL18-S11-FG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S11-FG5,SL18-S11-FG-5,S-Crosses,S. latissima,Backup vial,1030B,H,C7L,,
SL18-S11-FG4,SL18-S11-FG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S32-FG4,SL18-S32-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S32-FG5,SL18-S32-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S32-FG6,SL18-S32-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S57-FG4,SL18-S57-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S57-FG5,SL18-S57-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S57-FG6,SL18-S57-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S73-FG4,SL18-S73-FG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S73-FG5,SL18-S73-FG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S73-FG6,SL18-S73-FG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S73-MG4,SL18-S73-MG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S73-MG5,SL18-S73-MG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S73-MG6,SL18-S73-MG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,Dup,
SL18-S78-FG4,SL18-S78-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S78-FG5,SL18-S78-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S78-FG6,SL18-S78-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S94-FG4,SL18-S94-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,Dup,
SL18-S94-FG5,SL18-S94-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,Dup,
SL18-S94-FG6,SL18-S94-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,Dup,
SL18-S142-FG4,SL18-S142-FG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S142-FG5,SL18-S142-FG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S142-FG6,SL18-S142-FG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S142-MG4,SL18-S142-MG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S142-MG5,SL18-S142-MG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S142-MG6,SL18-S142-MG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S143-FG4,SL18-S143-FG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S143-FG5,SL18-S143-FG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S143-FG6,SL18-S143-FG-6,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S143-MG4,SL18-S143-MG-4,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S143-MG5,SL18-S143-MG-5,S-Crosses,S. latissima,Backup vial,1030B,L,C7L,,
SL18-S157-FG4,SL18-S157-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S157-FG5,SL18-S157-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S157-FG6,SL18-S157-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S157-MG4,SL18-S157-MG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S157-MG5,SL18-S157-MG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S157-MG6,SL18-S157-MG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-FG4,SL18-S158-FG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-FG5,SL18-S158-FG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-FG6,SL18-S158-FG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-MG4,SL18-S158-MG-4,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-MG5,SL18-S158-MG-5,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-S158-MG6,SL18-S158-MG-6,S-Crosses,S. latissima,Backup vial,1026B,L,C7L,,
SL18-CC-3-FG2,SL-CC-3-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1017A,H,Floor,,1/22/2021
SL18-NC-10-FG1,SL-NC-10-FG-1,Newcastle,Saccharina latissima,Flask,1018A,H,Floor,B,1/22/2021
SA18-CB-7-FG1,SA-CB-7-FG-1,Casco Bay,Saccharina angustissima,Flask,1020A,L,Floor,,1/22/2021
SA18-CB-7-MG3,SA-CB-7-MG-3,Casco Bay,Saccharina angustissima,Flask,1020A,L,Floor,,1/22/2021
SL18-OI-11-FG3,SL-OI-11-FG-3,Orr's Island,Saccharina latissima,Flask,1020A,L,Floor,Also 500ml in 1030A,1/22/2021
SL18-OI-15-MG3,SL-OI-15-MG-3,Orr's Island,Saccharina latissima,Flask,1030A,H,5R,,1/27/2021
SL18-BL-17-FG3,SL-BL-17-FG-3,Black Ledge,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL1818-S158-FG2,SL18-S158-FG-2,S-Crosses,Saccharina latissima,Flask,1049A,L,3R,B,2/5/2021
SL18-LD-2-MG2,SL-LD-2-MG-2,Lubec Dock,Saccharina latissima,Flask,1052A,M,3R,Dup,2/9/2021
SL18-NC-9-MG2,SL-NC-9-MG-2,Newcastle,Saccharina latissima,Flask,1052A,H,3R,,2/9/2021
SL18-JS-5-MG3,SL-JS-5-MG-3,Fort Stark,Saccharina latissima,Flask,1054A,H,3R,,2/5/2021
SL18-OI-11-MG3,SL-OI-11-MG-3,Orr's Island,Saccharina latissima,Flask,1054A,M,3R,,2/5/2021
SL18-OI-11-MG4,SL-OI-11-MG-4,Orr's Island,Saccharina latissima,Flask,1054A,H,3R,,2/5/2021
SL18-FW-12-MG2,SL-FW-12-MG-2,Fort Wetherill,Saccharina latissima,Flask,1001A,H,2L,,1/12/2021
SL18-FW-21-MG2,SL-FW-21-MG-2,Fort Wetherill,Saccharina latissima,Flask,1001A,H,2L,,1/12/2021
SL18-FW-2-MG2,SL-FW-2-MG-2,Fort Wetherill,Saccharina latissima,Flask,1001A,H,2L,B,1/12/2021
SL18-JS-11-MG2,SL-JS-11-MG-2,Fort Stark,Saccharina latissima,Flask,1002A,H,2L,,1/12/2021
SL18-JS-11-MG3,SL-JS-11-MG-3,Fort Stark,Saccharina latissima,Flask,1002A,H,2L,,1/12/2021
SL18-JS-9-MG1,SL-JS-9-MG-1,Fort Stark,Saccharina latissima,Flask,1002A,L,2L,,1/12/2021
SL18-JS-9-MG2,SL-JS-9-MG-2,Fort Stark,Saccharina latissima,Flask,1002A,M,2L,,1/12/2021
SL18-JS-9-MG3,SL-JS-9-MG-3,Fort Stark,Saccharina latissima,Flask,1002A,H,2L,,1/12/2021
SL18-JS-16-MG1,SL-JS-16-MG-1,Fort Stark,Saccharina latissima,Flask,1003A,H,2L,,1/12/2021
SL18-JS-16-MG2,SL-JS-16-MG-2,Fort Stark,Saccharina latissima,Flask,1003A,M,2L,,1/12/2021
SL18-JS-5-MG2,SL-JS-5-MG-2,Fort Stark,Saccharina latissima,Flask,1003A,M,2L,,1/12/2021
SL18-TI-1-MG1,SL-TI-1-MG-1,Thimble Island,Saccharina latissima,Flask,1004A,H,2L,,1/12/2021
SL18-TI-1-MG11,SL-TI-1-MG-11,Thimble Island,Saccharina latissima,Flask,1004A,H,2L,Dup,1/12/2021
SL18-TI-1-MG3,SL-TI-1-MG-3,Thimble Island,Saccharina latissima,Flask,1004A,H,2L,,1/12/2021
SL18-TI-1-MG4,SL-TI-1-MG-4,Thimble Island,Saccharina latissima,Flask,1004A,L,2L,,1/12/2021
SL18-TI-2-MG1,SL-TI-2-MG-1,Thimble Island,Saccharina latissima,Flask,1004A,H,2L,,1/12/2021
SL18-TI-2-MG2,SL-TI-2-MG-2,Thimble Island,Saccharina latissima,Flask,1004A,H,2L,,1/12/2021
SL18-OI-11-MG1,SL-OI-11-MG-1,Orr's Island,Saccharina latissima,Flask,1005A,M,3L,B,1/5/2021
SL18-OI-11-MG2,SL-OI-11-MG-2,Orr's Island,Saccharina latissima,Flask,1005A,H,3L,,1/5/2021
SL18-OI-15-MG1,SL-OI-15-MG-1,Orr's Island,Saccharina latissima,Flask,1005A,H,3L,B,1/5/2021
SL18-OI-16-MG2,SL-OI-16-MG-2,Orr's Island,Saccharina latissima,Flask,1005A,H,3L,B,1/5/2021
SL18-OI-9-MG1,SL-OI-9-MG-1,Orr's Island,Saccharina latissima,Flask,1005A,H,3L,,1/5/2021
SL18-OI-9-MG2,SL-OI-9-MG-2,Orr's Island,Saccharina latissima,Flask,1005A,H,3L,B,1/5/2021
SL18-NC-10-MG3,SL-NC-10-MG-3,Newcastle,Saccharina latissima,Flask,1006A,M,3L,,1/5/2021
SL18-NC-11-MG2,SL-NC-11-MG-2,Newcastle,Saccharina latissima,Flask,1006A,H,3L,,1/5/2021
SL18-NC-15-MG2,SL-NC-15-MG-2,Newcastle,Saccharina latissima,Flask,1006A,M,3L,B,1/5/2021
SL18-NC-15-MG3,SL-NC-15-MG-3,Newcastle,Saccharina latissima,Flask,1006A,H,3L,,1/5/2021
SL18-NC-5-MG3,SL-NC-5-MG-3,Newcastle,Saccharina latissima,Flask,1006A,H,3L,,1/5/2021
SL18-NC-8-MG1,SL-NC-8-MG-1,Newcastle,Saccharina latissima,Flask,1006A,H,3L,,1/5/2021
SL18-NC-9-MG3,SL-NC-9-MG-3,Newcastle,Saccharina latissima,Flask,1006A,M,3L,,1/5/2021
SA18-CB-1-MG12,SA-CB-1-MG-12,Casco Bay,Saccharina angustissima,Flask,1007A,M,3L,,1/5/2021
SL18-NC-10-MG1,SL-NC-10-MG-1,Newcastle,Saccharina latissima,Flask,1008A,H,2L,,1/5/2021
SL18-NC-10-MG2,SL-NC-10-MG-2,Newcastle,Saccharina latissima,Flask,1008A,L,2L,,1/5/2021
SL18-NC-12-MG1,SL-NC-12-MG-1,Newcastle,Saccharina latissima,Flask,1008A,M,2L,,1/5/2021
SL18-NC-12-MG3,SL-NC-12-MG-3,Newcastle,Saccharina latissima,Flask,1008A,H,2L,,1/5/2021
SL18-NC-8-MG2,SL-NC-8-MG-2,Newcastle,Saccharina latissima,Flask,1008A,M,2L,,1/5/2021
SL18-BL-10-MG2,SL-BL-10-MG-2,Black Ledge,Saccharina latissima,Flask,1009A,L,4L,,1/6/2021
SL18-BL-11-MG4,SL-BL-11-MG-4,Black Ledge,Saccharina latissima,Flask,1009A,H,4L,,1/6/2021
SL18-BL-13-MG1,SL-BL-13-MG-1,Black Ledge,Saccharina latissima,Flask,1009A,L,4L,,1/6/2021
SL18-BL-17-MG1,SL-BL-17-MG-1,Black Ledge,Saccharina latissima,Flask,1009A,M,4L,,1/6/2021
SL18-OD-10-MG3,SL-OD-10-MG-3,Outer Dock,Saccharina latissima,Flask,1010A,H,4L,,1/6/2021
