Culture ID,Culture Code,Location,Updated Species 2019,Form,Tray ID,Biomass,Shelf / Location,Observations,Last Media Change
SL1818-S94-FG2,SL18-S94-FG-2,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S94-FG3,SL18-S94-FG-3,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,,2/9/2021
SL1818-S73-FG1,SL18-S73-FG-1,S-Crosses,Saccharina latissima,Flask,1051A,L,3R,,2/9/2021
SL1818-S73-FG2,SL18-S73-FG-2,S-Crosses,Saccharina latissima,Flask,1051A,M,3R,,2/9/2021
SL1818-S73-FG3,SL18-S73-FG-3,S-Crosses,Saccharina latissima,Flask,1051A,M,3R,,2/9/2021
SL18-OI-11-MG3,SL-OI-11-MG-3,Orr's Island,Saccharina latissima,Flask,1051A,L,3R,,2/9/2021
SL18-OI-14-MG2,SL-OI-14-MG-2,Orr's Island,Saccharina latissima,Flask,1051A,L,3R,,2/9/2021
SL18-OI-17-MG x,SL-OI-17-MG x,Orr's Island,Saccharina latissima,Flask,1051A,L,3R,,2/9/2021
SL18-OI-7-MG1,SL-OI-7-MG-1,Orr's Island,Saccharina latissima,Flask,1051A,L,3R,B,2/9/2021
SA18-CB-10-MG3,SA-CB-10-MG-3,Casco Bay,Saccharina angustissima,Flask,1052A,L,3R,B,2/9/2021
SA18-CB-7-MG2,SA-CB-7-MG-2,Casco Bay,Saccharina angustissima,Flask,1052A,L,3R,,2/9/2021
SL18-FW-2-MG1,SL-FW-2-MG-1,Fort Wetherill,Saccharina latissima,Flask,1052A,H,3R,,2/9/2021
SL18-JS-6-MG3,SL-JS-6-MG-3,Fort Stark,Saccharina latissima,Flask,1052A,L,3R,,2/9/2021
SL18-OI-6-MG2,SL-OI-6-MG-2,Orr's Island,Saccharina latissima,Flask,1052A,L,3R,,2/9/2021
SL18-BL-11-MG1,SL-BL-11-MG-1,Black Ledge,Saccharina latissima,Flask,1053A,H,3R,,2/5/2021
SL18-BL-11-MG2,SL-BL-11-MG-2,Black Ledge,Saccharina latissima,Flask,1053A,H,3R,,2/5/2021
SL18-PI-1-MG1,SL-PI-1-MG-1,Pine Island,Saccharina latissima,Flask,1054A,H,3R,,2/5/2021
SL18-NL-10-MG 2,SL-NL-10-MG 2,Nubble Lighthouse,Saccharina latissima,Flask,1055A,M,3R,,12/30/2020
SL18-OI-17-MG 1,SL-OI-17-MG 1,Orr's Island,Saccharina latissima,Flask,1055A,M,3R,B,12/30/2020
SL18-OI-17-MG 3,SL-OI-17-MG 3,Orr's Island,Saccharina latissima,Flask,1055A,L,3R,,12/30/2020
SL18-OI-7-MG 3,SL-OI-7-MG 3,Orr's Island,Saccharina latissima,Flask,1055A,L,3R,,12/30/2020
SL18-NL-10-MG x,SL-NL-10-MG x,Nubble Lighthouse,Saccharina latissima,Flask,1056A,L,3R,,12/30/2020
SL18-NL-6-FG 1,SL-NL-6-FG 1,Nubble Lighthouse,Saccharina latissima,Flask,1056A,L,3R,B,12/30/2020
SL18-NL-7-FG 3,SL-NL-7-FG 3,Nubble Lighthouse,Saccharina latissima,Flask,1056A,L,3R,B,12/30/2020
SL18-OI-15 ♀,SL-OI-15 ♀,Orr's Island,Saccharina latissima,Flask,1056A,L,3R,,12/30/2020
SL18-OI-15-MG 3,SL-OI-15-MG 3,Orr's Island,Saccharina latissima,Flask,1056A,M,3R,,12/30/2020
SL18-OI-6-FG 3,SL-OI-6-FG 3,Orr's Island,Saccharina latissima,Flask,1056A,L,3R,,12/30/2020
SL18-NL-10-FG1,SL-NL-10-FG-1,Nubble Lighthouse,Saccharina latissima,Flask,1057A,M,5L,,1/15/2021
SL18-NL-10-FG2,SL-NL-10-FG-2,Nubble Lighthouse,Saccharina latissima,Flask,1057A,M,5L,B,1/15/2021
SL18-NL-7-FG4,SL-NL-7-FG-4,Nubble Lighthouse,Saccharina latissima,Flask,1057A,M,5L,,1/15/2021
SL18-JS-6-MG1,SL-JS-6-MG-1,Fort Stark,Saccharina latissima,Flask,1002A,M,2L,,1/12/2021
SL18-JS-19-MG1,SL-JS-19-MG-1,Fort Stark,Saccharina latissima,Flask,1002A,L,2L,,1/12/2021
SA18-CB-2-MG1,SA-CB-2-MG-1,Casco Bay,Saccharina angustissima,Flask,1007A,L,3L,,1/5/2021
SA18-CB-7-MG1,SA-CB-7-MG-1,Casco Bay,Saccharina angustissima,Flask,1007A,M,3L,,1/5/2021
SA18-CB-3-MG1,SA-CB-3-MG-1,Casco Bay,Saccharina angustissima,Flask,1007A,M,3L,,1/5/2021
SA18-CB-4-MG3,SA-CB-4-MG-3,Casco Bay,Saccharina angustissima,Flask,1007A,L,3L,,1/5/2021
SA18-CB-3-MG2,SA-CB-3-MG-2,Casco Bay,Saccharina angustissima,Flask,1007A,M,3L,,1/5/2021
SA18-CB-4-MG2,SA-CB-4-MG-2,Casco Bay,Saccharina angustissima,Flask,1007A,M,3L,B,1/5/2021
SL18-NC-2-MG1,SL-NC-2-MG-1,Newcastle,Saccharina latissima,Flask,1008A,M,2L,,1/5/2021
SL18-NC-2-MG3,SL-NC-2-MG-3,Newcastle,Saccharina latissima,Flask,1008A,L,2L,,1/5/2021
SL18-BL-12-MG2,SL-BL-12-MG-2,Black Ledge,Saccharina latissima,Flask,1009A,M,4L,,1/6/2021
SL18-BL-12-MG3,SL-BL-12-MG-3,Black Ledge,Saccharina latissima,Flask,1009A,H,4L,,1/6/2021
SL18-BL-17-MG2,SL-BL-17-MG-2,Black Ledge,Saccharina latissima,Flask,1009A,L,4L,,1/6/2021
SL18-BL-12-MG1,SL-BL-12-MG-1,Black Ledge,Saccharina latissima,Flask,1009A,,4L,,1/6/2021
SL18-PI-1-MG1,SL-PI-1-MG-1,Fisher's Island,Saccharina latissima,Flask,1011A,L,4L,,1/6/2021
SL18-PI-1-MG2,SL-PI-1-MG-2,Fisher's Island,Saccharina latissima,Flask,1011A,M,4L,,1/6/2021
SL18-PI-1-MG11,SL-PI-1-MG-11,Fisher's Island,Saccharina latissima,Flask,1011A,M,4L,,1/6/2021
SL18-PI-1-MG3,SL-PI-1-MG-3,Fisher's Island,Saccharina latissima,Flask,1011A,M,4L,,1/6/2021
SL18-LL-9-FG2,SL-LL-9-FG-2,Lubec Dock,Saccharina latissima,Flask,1012A,L,4L,,1/6/2021
SL18-LD-2-MG2,SL-LD-2-MG-2,Lubec Dock,Saccharina latissima,Flask,1012A,L,4L,,1/6/2021
SL18-FI-1-FG11,SL-FI-1-FG-11,Fisher's Island,Saccharina latissima,Flask,1013A,L,Floor,,1/21/2021
SL18-OI-11-MG3,SL-OI-11-MG-3,Orr's Island,Saccharina latissima,Flask,1020A,L,Floor,,1/22/2021
SL18-CC-B-F3-3,SL-CC-B-F3-3,Cape Cod Canal,Saccharina latissima,Flask,1014A,M,Floor,,1/21/2021
SL18-CC-12-FG2,SL-CC-12-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1014A,L,Floor,,1/21/2021
SL18-CC-6-FG2,SL-CC-6-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1014A,L,Floor,,1/21/2021
SL18-CC-3-FG1,SL-CC-3-FG-1,Cape Cod Canal,Saccharina latissima,Flask,1014A,M,Floor,,1/21/2021
SL18-SF-17-FG2,SL-SF-17-FG-2,Sullivan Falls,Saccharina latissima,Flask,1015A,L,Floor,,1/21/2021
SL18-SF-13-FG2,SL-SF-13-FG-2,Sullivan Falls,Saccharina latissima,Flask,1015A,L,Floor,,1/21/2021
SL18-TI-4-FG2,SL-TI-4-FG-2,Thimble Island,Saccharina latissima,Flask,1015A,L,Floor,,1/21/2021
SL18-TI-4-FG3,SL-TI-4-FG-3,Thimble Island,Saccharina latissima,Flask,1015A,M,Floor,,1/21/2021
SL18-CC-8-FG2,SL-CC-8-FG-2,Cape Cod Canal,Saccharina latissima,Flask,1016A,L,Floor,,1/22/2021
SL18-PI-1-FG1,SL-PI-1-FG-1,Pine Island,Saccharina latissima,Flask,1024A,L,Floor,B,2/4/2021
SL1818-S57-FG1,SL18-S57-FG-1,S-Crosses,Saccharina latissima,Flask,1024A,M,Floor,,2/4/2021
SA18-CB-2-FG3,SA-CB-2-FG-3,Casco Bay,Saccharina latissima,Flask,1025A,L,4R,,2/10/2021
SL18-BL-11-FG1,SL-BL-11-FG-1,Black Ledge,Saccharina latissima,Flask,1028A,L,5R,,2/10/2021
SL18-OI-17-FG4,SL-OI-17-FG-4,Orr's Island,Saccharina latissima,Flask,1028A,L,5R,,2/10/2021
SL18-NL-3-FG1,SL-NL-3-FG-1,Nubble Lighthouse,Saccharina latissima,Flask,1029A,L,5R,,1/27/2021
SL18-NL-6-FG1,SL-NL-6-FG-1,Nubble Lighthouse,Saccharina latissima,Flask,1029A,L,5R,,1/27/2021
SL18-NL-2-FG1,SL-NL-2-FG-1,Nubble Lighthouse,Saccharina latissima,Flask,1029A,M,5R,,1/27/2021
SL18-OI-15-FG1,SL-OI-15-FG-1,Orr's Island,Saccharina latissima,Flask,1030A,L,5R,,1/27/2021
SL18-OI-6-FG3,SL-OI-6-FG-3,Orr's Island,Saccharina latissima,Flask,1030A,H,5R,,1/27/2021
SL18-OI-11-FG3,SL-OI-11-FG-3,Orr's Island,Saccharina latissima,Flask,1030A,M,5R,,1/27/2021
SA18-CB-4-FG6,SA-CB-4-FG-6,Casco Bay,Saccharina angustissima,Flask,1031A,L,5R,B,2/2/2021
SL18-JS-19-MG2,SL-JS-19-MG-2,Fort Stark,Saccharina latissima,Flask,1033A,M,6R,B,2/17/2021
SL18-LD-9-MG1,SL-LD-9-MG-1,Lubec Dock,Saccharina latissima,Flask,1033A,L,6R,,2/17/2021
SL18-BL-17-MG3,SL-BL-17-MG-3,Black Ledge,Saccharina latissima,Flask,1034A,L,6R,,2/17/2021
SL18-OI-14-MG1,SL-OI-14-MG-1,Orr's Island,Saccharina latissima,Flask,1037A,L,7R,,2/19/2021
SL18-OI-15-MG2,SL-OI-15-MG-2,Orr's Island,Saccharina latissima,Flask,1037A,L,7R,,2/19/2021
SL18-FW-14-FG11,SL-FW-14-FG-11,Fort Wetherill,Saccharina latissima,Flask,1037A,L,7R,,2/19/2021
SL18-FW-14-FG2,SL-FW-14-FG-2,Fort Wetherill,Saccharina latissima,Flask,1037A,L,7R,,2/19/2021
SL18-OI-14-MG2,SL-OI-14-MG-2,Orr's Island,Saccharina latissima,Flask,1037A,L,7R,,2/19/2021
SL18-OD-6-MG3,SL-OD-6-MG-3,Outer Dock,Saccharina latissima,Flask,1039A,L,7R,,2/17/2021
SL18-FI-1-FG12,SL-FI-1-FG-12,Fisher's Island,Saccharina latissima,Flask,1042A,L,1R,B,2/8/2021
SL18-FW-14-FG1,SL-FW-14-FG-1,Fort Wetherill,Saccharina latissima,Flask,1042A,L,1R,,2/8/2021
SL18-SF-13-MG1,SL-SF-13-MG-1,Sullivan Falls,Saccharina latissima,Flask,1045A,L,2R,,1/13/2021
SL18-CC-7-MG1,SL-CC-7-MG-1,Cape Cod Canal,Saccharina latissima,Flask,1046A,H,2R,,1/13/2021
SL18-CC-7-MG2,SL-CC-7-MG-2,Cape Cod Canal,Saccharina latissima,Flask,1046A,M,2R,,1/13/2021
SL18-CC-2-MG6,SL-CC-2-MG-6,Cape Cod Canal,Saccharina latissima,Flask,1047A,L,2R,,1/13/2021
SL18-CC-11-MG6,SL-CC-11-MG-6,Cape Cod Canal,Saccharina latissima,Flask,1047A,L,2R,,1/13/2021
SL1818-S158-FG3,SL18-S158-FG-3,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL1818-S158-FG2,SL18-S158-FG-2,S-Crosses,Saccharina latissima,Flask,1050A,L,3R,B,2/9/2021
SL18-NL-10-FG3,SL-NL-10-FG-3,Nubble Lighthouse,Saccharina latissima,Flask,1057A,L,5L,,1/15/2021
SL18-NL-9-FG2,SL-NL-9-FG-2,Nubble Lighthouse,Saccharina latissima,Flask,1058A,M,B-3L,,
SL18-NL-3-FG2,SL-NL-3-FG-2,Nubble Lighthouse,Saccharina latissima,Flask,1058A,M,B-3L,,
SL1818-S142-MG3,SL18-S142-MG-3,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S94-MG1,SL18-S94-MG-1,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S94-MG2,SL18-S94-MG-2,S-Crosses,,Backup vial,1040B,High,1B,,1/5/2021
SL1818-S158-MG1,SL18-S158-MG-1,S-Crosses,,Backup vial,1040B,Medium,1B,,1/5/2021
SL1818-S2-MG1,SL18-S2-MG-1,S-Crosses,,Backup vial,1040B,Medium,1B,,1/5/2021
SL1818-S78-MG2,SL18-S78-MG-2,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S158-MG3,SL18-S158-MG-3,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S2-MG2,SL18-S2-MG-2,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S2-MG3,SL18-S2-MG-3,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S158-MG2,SL18-S158-MG-2,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S78-MG3,SL18-S78-MG-3,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S142-MG2,SL18-S142-MG-2,S-Crosses,,Backup vial,1040B,Medium,1B,,1/5/2021
SL1818-S94-MG3,SL18-S94-MG-3,S-Crosses,,Backup vial,1040B,Low,1B,,1/5/2021
SL1818-S142-M1,SL18-S142-M1,S-Crosses,,Backup vial,1040B,Low,1B,Big and red,1/5/2021
SL18-OI-17-MG3,SL-OI-17-MG-3,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-11-FG3,SL-OI-11-FG-3,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-15-FG2,SL-OI-15-FG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-16-MG3,SL-OI-16-MG-3,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-9-MG3,SL-OI-9-MG-3,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-11-MG2,SL-OI-11-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-17-MG1,SL-OI-17-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-11-MG2,SL-OI-11-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-18-FG1,SL-OI-18-FG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-6-MG2,SL-OI-6-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-11-MG1,SL-OI-11-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-16-FG3,SL-OI-16-FG-3,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-15-MG2,SL-OI-15-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-7-MG2,SL-OI-7-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-14-MG1,SL-OI-14-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-16-MG2,SL-OI-16-MG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-16-FG2,SL-OI-16-FG-2,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-14-MG2,SL-OI-14-MG-2,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-18-MG1,SL-OI-18-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-4-MG1,SL-OI-4-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-18-MG3,SL-OI-18-MG-3,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-16-MG2,SL-OI-16-MG-2,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-2-FG4,SL-OI-2-FG-4,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-15-MG3,SL-OI-15-MG-3,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-16-MG1,SL-OI-16-MG-1,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-5-MG2,SL-OI-5-MG-2,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-9-FG3,SL-OI-9-FG-3,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-14-MG2,SL-OI-14-MG-2,Orr's Island,,Backup vial,1041B,Medium,1B,Duplicate,1/5/2021
SL18-OI-11-MG3,SL-OI-11-MG-3,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-7-MG3,SL-OI-7-MG-3,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-7-MG1,SL-OI-7-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,Duplicate,1/5/2021
SL18-OI-7-MG1,SL-OI-7-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,Duplicate,1/5/2021
SL18-OI-2-MG2,SL-OI-2-MG-2,Orr's Island,,Backup vial,1040B,Medium,1B,,1/5/2021
SL18-OI-14-MG1,SL-OI-14-MG-1,Orr's Island,,Backup vial,1041B,Medium,1B,Duplicate,1/5/2021
SL18-OI-9-MG1,SL-OI-9-MG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-15-FG1,SL-OI-15-FG-1,Orr's Island,,Backup vial,1041B,Low,1B,,1/5/2021
SL18-OI-9-MG2,SL-OI-9-MG-2,Orr's Island,,Backup vial,1041B,Medium,1B,,1/5/2021
SL18-OI-15-MG1,SL-OI-15-MG-1,Orr's Island,,Backup vial,1040B,Medium,1B,,1/5/2021
SL18-JS-5-MG1,SL-JS-5-MG-1,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-5-MG3,SL-JS-5-MG-3,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-19-FG2,SL-JS-19-FG-2,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-5-FG2,SL-JS-5-FG-2,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-16-FG1,SL-JS-16-FG-1,Fort Stark,,Backup vial,1042B,Low,1B,Duplicate,1/5/2020
SL18-JS-11-FG1,SL-JS-11-FG-1,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-5-MG2,SL-JS-5-MG-2,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-16-FG3,SL-JS-16-FG-3,Fort Stark,,Backup vial,1042B,Low,1B,Duplicate,1/5/2020
SL18-JS-19-FG5,SL-JS-19-FG-5,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-JS-19-MG2,SL-JS-19-MG-2,Fort Stark,,Backup vial,1042B,Low,1B,,1/5/2020
SL18-CC-2-MG6,SL-CC-2-MG-6,Cape Cod Canal,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-LL-9-FG6,SL-LL-9-FG-6,Lubec Lighthouse,,Backup vial,1043B,High,1B,,1/6/2021
SL18-FI-2-FG4,SL-FI-2-FG-4,Fishers Island,,Backup vial,1043B,High,1B,,1/6/2021
SL18-TI-2-MG6,SL-TI-2-MG-6,Thimble Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-CC-2-FG6,SL-CC-2-FG-6,Cape Cod Canal,,Backup vial,1043B,High,1B,,1/6/2021
SL18-LL-9-FG5,SL-LL-9-FG-5,Lubec Lighthouse,,Backup vial,1043B,High,1B,,1/6/2021
SL18-FI-1-MG6,SL-FI-1-MG-6,Fishers Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-TI-1-FG5,SL-TI-1-FG-5,Thimble Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-CCL-10-FG4,SL-CCL-10-FG-4,???,,Backup vial,1043B,High,1B,,1/6/2021
SL18-LL-9-FG4,SL-LL-9-FG-4,Lubec Lighthouse,,Backup vial,1043B,High,1B,,1/6/2021
SC-FI-2-MG5,SC-FI-2-MG-5,Fishers Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-SF-19-FG5,SL-SF-19-FG-5,Sullivan Falls,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-PI-1-FG5,SL-PI-1-FG-5,Pine Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SC-PI-1-FG4,SC-PI-1-FG-4,Pine Island,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-NL-5-FG4,SL-NL-5-FG-4,Nubble Lighthouse,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-FW-2-MG5,SL-FW-2-MG-5,Fort Wetherhill,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-PI-1-FG6,SL-PI-1-FG-6,Pine Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-FW-2-FG6,SL-FW-2-FG-6,Fort Wetherhill,,Backup vial,1043B,High,1B,,1/6/2021
SL18-OI-FG4,SL-OI-FG-4,Orr's Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SA18-CB-4-FG6,SA-CB-4-FG-6,Casco Bay,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-CC-10-FG5,SL-CC-10-FG-5,Cape Cod Canal,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-CC-11-MG5,SL-CC-11-MG-5,Cape Cod Canal,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-NL-5-FG5,SL-NL-5-FG-5,Nubble Lighthouse,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-LD-2-FG4,SL-LD-2-FG-4,Lubec Dock,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-LD-5-FG4,SL-LD-5-FG-4,Lubec Dock,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-FI-2-FG6,SL-FI-2-FG-6,Fishers Island,,Backup vial,1043B,Medium,1B,,1/6/2021
SA18-CB-5-FG5,SA-CB-5-FG-5,Casco Bay,,Backup vial,1043B,Low,1B,,1/6/2021
SA18-CB-5-FG4,SA-CB-5-FG-4,Casco Bay,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-CC-11-MG6,SL-CC-11-MG-6,Cape Cod Canal,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-LD-9-FG4,SL-LD-9-FG-4,Lubec Dock,,Backup vial,1043B,High,1B,,1/6/2021
SL18-SF-19-FG4,SL-SF-19-FG-4,Sullivan Falls,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-NL-6-FG6,SL-NL-6-FG-6,Nubble Lighthouse,,Backup vial,1043B,Medium,1B,,1/6/2021
SL18-TI-1-FG5,SL-TI-1-FG-5,Thimble Island,,Backup vial,1043B,Medium,1B,Duplicate,1/6/2021
SL18-CC-2-FG4,SL-CC-2-FG-4,Cape Cod Canal,,Backup vial,1043B,High,1B,,1/6/2021
SA18-CB-5-FG6,SA-CB-5-FG-6,Casco Bay,,Backup vial,1043B,Low,1B,,1/6/2021
SL18-CC-2-MG5,SL-CC-2-MG-5,Cape Cod Canal,,Backup vial,1043B,High,1B,,1/6/2021
SL18-CC-1-MG11,SL-CC-1-MG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-19-FG3,SL-JS-19-FG-3,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-CC-4-MG11,SL-CC-4-MG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-1-FG11,SL-CC-1-FG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-7-MG2,SL-CC-7-MG-2,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-6-FG11,SL-CC-6-FG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-6-MG11,SL-CC-6-MG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-6-MG2,SL-CC-6-MG-2,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-4-FG11,SL-CC-4-FG-11,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-CC-7-MG1,SL-CC-7-MG-1,Cape Cod Canal,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-19-FG3,SL-JS-19-FG-3,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-5-FG1,SL-JS-5-FG-1,Fort Stark,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-19-MG1,SL-JS-19-MG-1,Fort Stark,,Backup vial,1044B,Medium,1B,,1/5/2021
SL18-JS-5-MG2,SL-JS-5-MG-2,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-19-FG2,SL-JS-19-FG-2,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-19-MG2,SL-JS-19-MG-2,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-5-MG3,SL-JS-5-MG-3,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-5-MG1,SL-JS-5-MG-1,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-19-FG5,SL-JS-19-FG-5,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-9-FG2,SL-JS-9-FG-2,Fort Stark,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-6-FG3,SL-JS-6-FG-3,Fort Stark,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-6-FG2,SL-JS-6-FG-2,Fort Stark,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-19-MG3,SL-JS-19-MG-3,Fort Stark,,Backup vial,1044B,Low,1B,,1/5/2021
SL18-JS-9-FG3,SL-JS-9-FG-3,Fort Stark,,Backup vial,1044B,Medium,1B,,1/5/2021
SL18-JS-16-FG1,SL-JS-16-FG-1,Fort Stark,,Backup vial,1044B,Medium,1B,Duplicate,1/5/2021
SL18-JS-16-FG3,SL-JS-16-FG-3,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SL18-JS-11-FG1,SL-JS-11-FG-1,Fort Stark,,Backup vial,1044B,Medium,1B,Duplicate,1/5/2021
SL18-JS-5-FG2,SL-JS-5-FG-2,Fort Stark,,Backup vial,1044B,Low,1B,Duplicate,1/5/2021
SA18-CB-7-MG3,SA-CB-7-MG-3,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-1-FG11,SA-CB-1-FG-11,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-1-MG13,SA-CB-1-MG-13,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-5-MG3,SA-CB-5-MG-3,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-5-FG3,SA-CB-5-FG-3,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-7-FG3,SA-CB-7-FG-3,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
SA18-CB-1-MG2,SA-CB-1-MG-2,Casco Bay,,Backup vial,1045B,Low,1B,,1/5/2021
