Indiv,Sex,AshFDWpM,oc_using_AshFDWpM,Rank_first_AshFDWpM_then_oc,DWpM,oc_using_DWpM,Rank_DWpM_then_oc,AshOnly,WWP,PDW
SL18-LD-3-MG2,male,-0.036106897,0.001824972,,-0.028310678,0.004396415,,0.327091421,-0.136858184,0.149674585
SL18-OD-10-MG3,male,-0.005976378,0.002803241,,-0.028549531,0.003191683,,0.003019887,-0.08034961,0.008276973
SL18-NL-5-MG2,male,-0.063447756,0.002083178,,-0.029051383,0.004109255,,0.170432706,-0.254377293,-0.115141569
SL18-NC-15-MG1,male,-0.234101131,8.17E-08,,-0.029117826,0.002533769,,0.677771915,0.03544718,-0.136565744
SL18-JS-5-MG3,male,-0.093121886,0.004002448,,-0.033309759,0.007715339,,-0.100698186,-0.066983289,-0.254930397
SL18-LD-2-MG3,male,0.034884856,0.001159633,,-0.040400997,2.33E-07,,0.039106957,-0.307451581,0.459430858
SL18-LD-2-MG1,male,0.001686317,0.001498492,,-0.040517756,9.04E-05,,-0.112317142,-0.347952195,0.546704845
SL18-LD-3-MG6,male,-0.017994191,0.000919877,,-0.040930444,0.00059558,,0.114095005,-0.186781593,0.144805483
SL18-SF-13-MG3,male,-0.009616729,7.31E-07,,-0.045321429,3.65E-08,,0.029406496,-0.26102321,0.397166814
SL18-OD-3-MG2,male,-0.037982876,0.002069689,,-0.048205725,0.001202257,,0.085366351,-0.117592298,0.013249187
SA18-CB-4-MG1,male,-0.027230105,9.27E-08,,-0.049779109,1.98E-08,,0.116043227,-0.115741099,-0.305065055
SL18-NL-5-MG5,male,-0.044124143,0.00066699,,-0.049840306,0.000416881,,0.079719663,-0.272192865,-0.040267958
SL18-NL-5-MG3,male,-0.044124143,0.00066699,,-0.049840306,0.000416881,,0.079719663,-0.272192865,-0.040267958
SL18-NC-9-MG1,male,-0.062197093,7.66E-07,,-0.050129277,0.001032091,,0.333322141,-0.047656074,0.178164038
SL18-NC-9-MG3,male,-0.040535281,0.000717694,,-0.052100474,0.000799202,,0.187862688,-0.077189892,0.092821731
SL18-LD-13-MG2,male,-0.155337025,3.37E-07,,-0.054861196,0.003268421,,-0.790388988,-0.259951007,0.170812971
SL18-CC-4-MG11,male,-0.077498843,3.75E-07,,-0.055672603,5.88E-08,,0.042234047,-0.142362054,-0.072316267
SL18-NL-2-MG3,male,-0.130226595,1.72E-06,,-0.057856422,0.00279606,,0.024697385,-0.152190735,-0.069314122
SL18-CC-6-MG11,male,-0.052071689,0.001334135,,-0.058401488,1.33E-07,,0.37722435,-0.047810523,-0.141711247
SL18-CC-8-MG3,male,-0.135010476,1.11E-07,,-0.060453253,2.89E-08,,-0.145192174,-0.114663166,-0.137207635
SL18-OI-9-MG2,male,-0.016903279,2.31E-06,,-0.062456455,2.53E-08,,-0.636468312,-0.268836145,0.133969573
SL18-NC-9-MG2,male,-0.04927315,0.005264812,,-0.064229688,0.004436249,,0.274371599,-0.02888479,0.093904234
SL18-OI-18-MG3,male,0.021699304,7.62E-05,,-0.066377354,4.47E-08,,-0.582826024,-0.172417728,0.331072563
SL18-OI-4-MG1,male,0.062651532,1.59E-06,50,-0.066909581,2.20E-08,,-0.012798008,-0.235889945,0.316050447
SL18-LD-1-MG3,male,0.04435247,0.003045373,,-0.067042489,0.000311928,,-0.172271894,-0.371042465,0.337605226
SL18-LD-9-MG2,male,-0.024652818,0.001909005,,-0.067289573,0.001251225,,-0.249948393,-0.300799379,0.184990542
SL18-OI-18-MG1,male,0.012044009,0.000943437,,-0.069328801,7.14E-08,,-0.563550389,-0.340089243,0.369387488
SL18-LL-9-MG2,male,-0.001450457,6.20E-07,,-0.070143,4.07E-08,,-0.280829335,-0.164399863,-0.140411703
SL18-JS-16-MG1,male,-0.143866426,3.79E-07,,-0.070666886,0.002739165,,0.126949411,-0.068988438,-0.04728896
SL18-CC-1-MG2,male,-0.088326933,1.13E-07,,-0.071435672,1.64E-08,,0.732429227,-0.224905887,0.020829374
SL18-NL-9-MG2,male,-0.075176382,0.001153733,,-0.072253241,0.00110913,,0.067700477,-0.184887869,-0.285339119
SL18-OD-5-MG1,male,-0.077327683,0.000969957,,-0.072419933,0.001034511,,-0.183062049,-0.200103526,-0.074925585
SL18-OI-16-MG2,male,-0.031102072,0.001020045,,-0.072866498,1.76E-07,,-0.046554942,-0.237355376,0.218524211
SL18-SF-19-MG1,male,-0.108824268,1.08E-07,,-0.074885111,7.11E-08,,0.12094664,-0.346135456,0.632412653
SA18-CB-5-MG3,male,-0.146698808,6.46E-08,,-0.074903237,2.18E-08,,-0.811538719,-0.464861549,0.11683586
SL18-NC-12-MG1,male,-0.095762493,0.001617118,,-0.075012929,0.002965125,,-0.03151561,-0.144524172,-0.042679697
SL18-NL-7-MG2,male,-0.05895841,0.003005549,,-0.075674048,0.003751481,,0.125736553,-0.351054454,0.172088834
SL18-NL-9-MG3,male,-0.071907783,0.001766196,,-0.078695108,0.001927558,,0.141736394,-0.177105411,-0.105162787
SL18-CC-8-MG2,male,-0.139823146,7.06E-08,,-0.083049488,1.77E-08,,-0.576788048,-0.20624242,-0.156098089
SL18-NC-11-MG3,male,-0.122844647,9.27E-07,,-0.083064404,0.000277982,,0.188735488,-0.207934633,-0.058217455
SL18-OI-16-MG1,male,-0.021494446,7.96E-06,,-0.083783204,5.20E-08,,-0.243261773,-0.085603238,0.095126783
SL18-LD-1-MG1,male,0.046558842,0.001910278,,-0.083843297,9.33E-08,,-0.214231666,-0.397572901,0.376469313
SL18-OD-3-MG1,male,-0.03199107,0.002331621,,-0.085002668,9.40E-07,,-0.049962778,-0.244417821,0.009487005
SL18-OI-11-MG3,male,0.086806778,0.000197046,36,-0.085105606,1.10E-08,,-0.028462301,-0.156645769,0.040466208
SL18-NL-5-MG1,male,-0.048075615,0.00200931,,-0.085179635,2.87E-07,,0.108739549,-0.470985413,-0.009592469
SL18-OD-5-MG2,male,-0.072049305,0.001174715,,-0.087267025,0.000305285,,-0.252695082,-0.264950148,-0.121178092
SL18-NL-2-MG2,male,-0.14110803,3.26E-06,,-0.08765311,0.000299574,,0.000057,-0.278305607,-0.114492391
SL18-NL-10-MG2,male,-0.064001736,0.001211057,,-0.087778368,2.89E-06,,0.132194949,-0.422116012,-0.045722466
SL18-JS-5-MG1,male,-0.113234223,0.00017047,,-0.091243613,2.11E-06,,0.12902058,-0.176229437,-0.283041914
SL18-OD-3-MG3,male,-0.053948918,0.001724016,,-0.092642476,0.001034013,,0.02152965,-0.263031202,-0.047554317
SL18-NL-3-MG1,male,-0.056154695,0.001861021,,-0.092707756,1.71E-07,,0.599566828,-0.266864645,-0.18291734
SL18-UCONN-S78-MG2,male,-0.116720276,9.22E-08,,-0.094536415,2.58E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-UCONN-S78-MG3,male,-0.116720276,9.22E-08,,-0.094536415,2.58E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-UCONN-S78-MG1,male,-0.116720276,9.22E-08,,-0.094536415,2.58E-08,,-0.032775351,-0.314247828,-0.204476731
SL18-OI-5-MG4,male,-0.026664731,1.83E-06,,-0.095488052,3.03E-08,,-0.70537909,-0.388406395,0.160434001
SL18-LD-5-MG1,male,-0.031164984,0.000614612,,-0.095924265,7.21E-08,,-0.129173703,-0.059537369,-0.110018504
SL18-OI-5-MG2,male,-0.029322635,0.000707623,,-0.096607582,3.83E-08,,-0.680157609,-0.387950722,0.161068877
SL18-OI-2-MG2,male,-0.007695766,0.001941374,,-0.098820241,9.91E-08,,-0.094548067,-0.197575642,0.273768503
SL18-NL-3-MG2,male,-0.083595566,0.001035757,,-0.101895104,4.73E-08,,0.638300295,-0.466419381,-0.078957326
SL18-LD-1-MG2,male,0.03599157,0.000681144,,-0.104488287,4.56E-08,,-0.167184276,-0.494317853,0.278464626
SL18-NC-11-MG2,male,-0.128617387,1.06E-06,,-0.106336852,1.52E-06,,0.09276372,-0.278513785,-0.078637173
SL18-NL-2-MG1,male,-0.225214199,9.50E-08,,-0.107075982,1.42E-07,,0.041024771,-0.323491699,-0.025061353
SL18-JS-11-MG3,male,-0.004132695,0.009731477,,-0.108144996,0.002141302,,-0.147226344,-0.36519425,-0.296141145
SL18-NL-7-MG1,male,-0.069173804,0.002531215,,-0.110342582,0.000474074,,0.097165167,-0.554738976,0.056923632
SL18-JS-16-MG2,male,-0.153525602,7.72E-07,,-0.115669903,8.55E-06,,0.152797031,-0.30659752,-0.051150782
SL18-NC-1-MG1,male,-0.07716332,0.002102045,,-0.116152668,1.96E-07,,0.111502914,-0.326745969,-0.123283274
SL18-OI-4-MG3,male,0.095341089,0.001210818,30,-0.120186295,1.06E-08,,0.030155657,-0.311697844,0.251758938
SL18-LL-9-MG1,male,-0.003422674,6.29E-07,,-0.121680562,1.88E-08,,-0.032127621,-0.549251766,0.128218306
SL18-NC-8-MG1,male,-0.164092899,2.02E-07,,-0.126777969,1.47E-07,,-0.285448631,-0.371632696,0.024966644
SL18-OI-5-MG3,male,-0.035459276,7.58E-07,,-0.131692034,1.86E-08,,-0.863982633,-0.513379576,0.168823993
SL18-JS-5-MG2,male,-0.191862733,1.33E-07,,-0.132851275,1.22E-07,,0.427211711,-0.157007992,-0.532207171
SL18-NL-9-MG1,male,-0.089967913,0.003505955,,-0.134027098,6.37E-08,,0.001984774,-0.564709129,-0.526969765
SL18-NC-10-MG3,male,-0.064775095,0.004381935,,-0.140689373,0.000944395,,0.210806651,-0.269369989,-0.628559239
SL18-NC-10-MG1,male,-0.09157226,0.001792437,,-0.141161219,7.92E-06,,-0.037226283,-0.337682456,-0.387670281
SL18-NC-12-MG3,male,-0.127314103,1.69E-07,,-0.143043847,3.64E-08,,-0.218987309,-0.366843668,-0.082004328
SL18-OI-16-MG3,male,-0.151348064,6.58E-08,,-0.155983372,1.75E-08,,0.316658201,-0.52200198,0.166160201
SL18-JS-9-MG4,male,-0.199950131,1.52E-07,,-0.181755722,4.11E-08,,0.014125508,-0.534929925,-0.139774045
SL18-NC-10-MG2,male,-0.089796715,9.92E-05,,-0.194716081,4.22E-08,,0.054806822,-0.383921118,-0.486038127
SL18-NC-5-MG1,male,-0.03409931,0.000913419,,-0.200190177,1.95E-08,,0.008041498,-0.823698939,-0.2094438
SL18-JS-19-MG2,male,-0.034162653,0.001404425,,-0.200326473,1.76E-08,,0.19752968,-0.452138494,-0.082280305
SL18-JS-9-MG1,male,-0.186407043,2.03E-07,,-0.203480704,3.15E-08,,0.037698966,-0.676540741,-0.11836644
SL18-JS-11-MG2,male,-0.162667038,1.09E-07,,-0.212819642,2.27E-08,,-0.514853062,-0.704106257,-0.249342658
SL18-NC-8-MG2,male,-0.293846001,4.58E-08,,-0.216600385,1.82E-08,,-0.58556931,-0.690589446,0.041600534
SL18-JS-9-MG3,male,-0.272680253,6.27E-08,,-0.219877321,2.20E-08,,0.164494418,-0.672441733,-0.130464923
SL18-JS-9-MG2,male,-0.219429141,2.02E-07,,-0.231827738,2.55E-08,,0.080462684,-0.608574157,-0.130015097
SL18-NC-5-MG3,male,-0.034099271,0.000913411,,-0.233838565,1.40E-08,,0.008041157,-0.862182803,-0.257203245
