"","Indiv","Row.names","AshFDwPM","AshOnly","DWpM","WWP","PDW","Sire","Dam","Sex","Born","equiGen","isCandidate","IndivNum","Breed","Age","Class","c0","c1","lb","oc","ub","oc240","oc600"
"SL18-OI-7-FG1","SL18-OI-7-FG1","SL18-OI-7-FG1",0.0454425068711965,-0.255291386988581,0.0487481189399972,0.194422415453813,-0.0444151353780154,NA,91,"female",2,0.5,TRUE,"432","missing",3,"missing.Age3.cohort",0,0,0,2.7444536783895e-16,0.999999999999448,0,0
"SL18-FI-2-FG7","SL18-FI-2-FG7","SL18-FI-2-FG7",0.0262201767903211,-0.054680099241684,0.048663392956648,0.164420768920554,-0.00381745885854767,NA,18,"female",2,0.5,TRUE,"511","missing",3,"missing.Age3.cohort",0,0,0,2.76405956621404e-15,0.999999999999448,1.57045907725747e-15,0
"SL18-FI-2-FG1","SL18-FI-2-FG1","SL18-FI-2-FG1",0.0262201767903206,-0.0546800992416851,0.0486633929566478,0.164420768920553,-0.00381745885854771,NA,18,"female",2,0.5,TRUE,"488","missing",3,"missing.Age3.cohort",0,0,0,3.26789289792175e-15,0.999999999999448,1.41258705869663e-15,0
"SL18-FI-2-FG4","SL18-FI-2-FG4","SL18-FI-2-FG4",0.0262201767903203,-0.0546800992416833,0.0486633929566472,0.164420768920551,-0.00381745885854867,NA,18,"female",2,0.5,TRUE,"518","missing",3,"missing.Age3.cohort",0,0,0,2.94012182734173e-15,0.999999999999448,1.54533068131979e-15,0
"SL18-FI-2-FG5","SL18-FI-2-FG5","SL18-FI-2-FG5",0.0262201767903198,-0.0546800992416858,0.0486633929566467,0.16442076892055,-0.00381745885854852,NA,18,"female",2,0.5,TRUE,"507","missing",3,"missing.Age3.cohort",0,0,0,3.02141024703272e-15,0.999999999999448,1.39278115723633e-15,0
"SA18-CB-4-FG3","SA18-CB-4-FG3","SA18-CB-4-FG3",0.0290523576712486,0.558354946127477,0.04764724630134,0.178448009986343,-0.258403196881243,NA,65,"female",2,0.5,TRUE,"123","missing",3,"missing.Age3.cohort",0,0,0,0,0.999999999999448,0,1.66273663736878e-16
"SL18-OI-4-FG3","SL18-OI-4-FG3","SL18-OI-4-FG3",0.0506501226318822,0.188364457694217,0.0466036499872366,0.106736062084602,0.0237496165943988,NA,1,"female",2,0.5,TRUE,"430","missing",3,"missing.Age3.cohort",0,0,0,1.44386876305171e-15,0.999999999999448,2.2516567385496e-16,0
"SL18-FI-1-FG13","SL18-FI-1-FG13","SL18-FI-1-FG13",0.043905284507856,0.00817078714217504,0.0456813181501061,0.177320502438672,-0.0106576817118086,NA,17,"female",2,0.5,TRUE,"355","missing",3,"missing.Age3.cohort",0,0,0,3.33299549748346e-15,0.999999999999448,7.18183380544825e-16,0
"SL18-OI-15-FG1","SL18-OI-15-FG1","SL18-OI-15-FG1",0.025987151985116,-0.598802937387714,0.0454367436060811,0.277061848961732,-0.0255369386240574,NA,5,"female",2,0.5,TRUE,"110","missing",3,"missing.Age3.cohort",0,0,0,0,0.999999999999448,0,2.14546699290885e-16
"SL18-BL-15-FG1","SL18-BL-15-FG1","SL18-BL-15-FG1",0.0164077017063576,0.0777223017457896,0.0450437634009036,0.18795785935083,-0.00348198460591748,NA,55,"female",2,0.5,TRUE,"395","missing",3,"missing.Age3.cohort",0,0,0,2.46203998449288e-15,0.999999999999448,1.27805518984209e-15,7.42474954097135e-17
"SL18-FI-1-FG12","SL18-FI-1-FG12","SL18-FI-1-FG12",0.0297200074700032,-0.112771957597031,0.0450037585018007,0.12855888582176,-0.0151586538054709,NA,17,"female",2,0.5,TRUE,"410","missing",3,"missing.Age3.cohort",0,0,0,3.57555613606731e-15,0.999999999999448,1.27585373884957e-15,0
"SL18-UCONN-S32-FG1","SL18-UCONN-S32-FG1","SL18-UCONN-S32-FG1",0.0489595166308104,0.305826218160885,0.0436120129744451,-0.00685599047347502,0.222934629335342,NA,620,"female",4,1.25,TRUE,"822","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,1.17497948907552e-15,0.999999999999448,6.73065378767464e-16,1.62079195082326e-16
"SL18-UCONN-S32-FG3","SL18-UCONN-S32-FG3","SL18-UCONN-S32-FG3",0.0489595166308102,0.305826218160884,0.0436120129744446,-0.00685599047347641,0.222934629335343,NA,620,"female",4,1.25,TRUE,"824","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,1.31557903644226e-15,0.999999999999448,4.7474903060983e-16,0
"SL18-UCONN-S32-FG2","SL18-UCONN-S32-FG2","SL18-UCONN-S32-FG2",0.0489595166308091,0.305826218160885,0.0436120129744436,-0.00685599047347916,0.22293462933534,NA,620,"female",4,1.25,TRUE,"823","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,1.68285997780033e-15,0.999999999999448,8.23717375351221e-16,9.20557237772204e-17
"SL18-PI-1-FG10","SL18-PI-1-FG10","SL18-PI-1-FG10",0.0217380522926433,-0.047271370612566,0.0413954522111249,0.164278388594111,-0.0721443851686602,NA,62,"female",2,0.5,TRUE,"433","missing",3,"missing.Age3.cohort",0,0,0,2.78198448263284e-15,0.999999999999448,1.36592335009555e-15,0
"SL18-FI-2-FG11","SL18-FI-2-FG11","SL18-FI-2-FG11",0.0223964055254205,-0.0202304809185554,0.0395881272923855,0.155711014151621,-0.0594162620223525,NA,18,"female",2,0.5,TRUE,"366","missing",3,"missing.Age3.cohort",0,0,0,3.06167573841811e-15,0.999999999999448,1.03605089883947e-15,0
"SA18-CB-1-FG2","SA18-CB-1-FG2","SA18-CB-1-FG2",0.00223005246993213,-0.420598076153083,0.0395139706016694,0.115081366415605,-0.0115196818428631,NA,63,"female",2,0.5,TRUE,"482","missing",3,"missing.Age3.cohort",0,0,0,2.96812583458249e-16,0.999999999999448,3.98121141115462e-16,0
"SL18-FW-21-FG1","SL18-FW-21-FG1","SL18-FW-21-FG1",0.0153200177623029,0.0490264008306543,0.0356307697392158,0.126269941907622,-0.00719020185528131,NA,81,"female",2,0.5,TRUE,"493","missing",3,"missing.Age3.cohort",0,0,0,2.15884798923523e-15,0.999999999999448,8.51119625947957e-16,1.77110017609689e-18
"SL18-FW-21-FG2","SL18-FW-21-FG2","SL18-FW-21-FG2",0.0153200177623024,0.0490264008306533,0.0356307697392154,0.126269941907622,-0.00719020185528169,NA,81,"female",2,0.5,TRUE,"492","missing",3,"missing.Age3.cohort",0,0,0,1.99097221735441e-15,0.999999999999448,1.03509032151264e-15,0
"SL18-FW-21-FG4","SL18-FW-21-FG4","SL18-FW-21-FG4",0.0153200177623024,0.0490264008306533,0.035630769739215,0.12626994190762,-0.00719020185528213,NA,81,"female",2,0.5,TRUE,"498","missing",3,"missing.Age3.cohort",0,0,0,2.40053002207302e-15,0.999999999999448,9.95736626178955e-16,0
"SL18-UCONN-S73-FG2","SL18-UCONN-S73-FG2","SL18-UCONN-S73-FG2",-0.0324583053823079,-0.184126148777646,0.0340897316544391,0.149179210947488,-0.0175643479822655,NA,647,"female",4,1.25,TRUE,"847","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,4.0545699310874e-16,0.999999999999448,2.48167847671488e-16,1.45606839588311e-16
"SL18-UCONN-S73-FG1","SL18-UCONN-S73-FG1","SL18-UCONN-S73-FG1",-0.0324583053823082,-0.184126148777645,0.0340897316544386,0.149179210947486,-0.017564347982266,NA,647,"female",4,1.25,TRUE,"846","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,4.13781804427618e-16,0.999999999999448,3.03536727537438e-16,4.40095244011642e-17
"SL18-UCONN-S73-FG3","SL18-UCONN-S73-FG3","SL18-UCONN-S73-FG3",-0.0324583053823087,-0.184126148777648,0.034089731654438,0.149179210947485,-0.0175643479822657,NA,647,"female",4,1.25,TRUE,"848","missing",1,"missing.Age1.cohort",0.0128205128205128,0,0,4.86280715065834e-16,0.999999999999448,3.54056428803202e-16,1.03288181764217e-16
"SL18-BL-17-FG3","SL18-BL-17-FG3","SL18-BL-17-FG3",0.027148307094407,0.0253701245172497,0.0339523307116126,0.132043076961676,-0.0047532162596244,NA,73,"female",2,0.5,TRUE,"406","missing",3,"missing.Age3.cohort",0,0,0,1.8566204377657e-15,0.999999999999448,9.67330563980969e-16,1.19076181300625e-16
"SL18-TI-4-FG2","SL18-TI-4-FG2","SL18-TI-4-FG2",0.0304542902931277,-0.0903540626491224,0.0332333504007927,0.128782806045299,-0.0146033396056886,NA,72,"female",2,0.5,TRUE,"441","missing",3,"missing.Age3.cohort",0,0,0,2.38534815291067e-15,0.999999999999448,1.11854696199281e-15,0
"SA18-CB-5-FG6","SA18-CB-5-FG6","SA18-CB-5-FG6",-0.0529684227735697,-0.304405427738536,0.0329058444231785,0.107815018190788,0.0681093547760495,NA,87,"female",2,0.5,TRUE,"296","missing",3,"missing.Age3.cohort",0,0,0,4.72723699404985e-16,0.999999999999448,0,0
"SL18-CC-9-FG1","SL18-CC-9-FG1","SL18-CC-9-FG1",-0.0311860079627537,0.428660887716129,0.0323956024562535,0.177684149655022,-0.109039532196478,NA,27,"female",2,0.5,TRUE,"407","missing",3,"missing.Age3.cohort",0,0,0,1.36875908545898e-17,0.999999999999448,9.37588623070522e-17,0
"SL18-TI-4-FG3","SL18-TI-4-FG3","SL18-TI-4-FG3",0.0217282867150615,0.0387733911459835,0.0323721497198516,0.156024540891163,-0.0860899332603546,NA,72,"female",2,0.5,TRUE,"363","missing",3,"missing.Age3.cohort",0,0,0,2.72209202225698e-15,0.999999999999448,1.0897740001601e-15,0
"SL18-FI-1-FG3","SL18-FI-1-FG3","SL18-FI-1-FG3",0.0177473372516635,-0.06952344283477,0.032322343931547,0.157792774948847,-0.05512207863526,NA,17,"female",2,0.5,TRUE,"354","missing",3,"missing.Age3.cohort",0,0,0,3.09660073705458e-15,0.999999999999448,1.02835372566708e-15,0
"SL18-OI-9-FG4","SL18-OI-9-FG4","SL18-OI-9-FG4",-0.0571633593883721,-1.1121472454508,0.0320314010617479,0.0337668785235597,0.204052867027958,NA,92,"female",2,0.5,TRUE,"293","missing",3,"missing.Age3.cohort",0,0,0,6.0385074107307e-17,0.999999999999448,6.80443116172658e-16,0
"SL18-FW-12-FG10","SL18-FW-12-FG10","SL18-FW-12-FG10",0.0174610357054254,0.0603155493187547,0.0311553963743843,0.150861674653311,-0.0686910856323208,NA,85,"female",2,0.5,TRUE,"412","missing",3,"missing.Age3.cohort",0,0,0,1.70126798595703e-15,0.999999999999448,5.58644025062247e-16,0
"SL18-FI-2-FG12","SL18-FI-2-FG12","SL18-FI-2-FG12",0.00817655122991587,-0.0121414095996641,0.0309314592538238,0.10527479843958,-0.0123630879009975,NA,18,"female",2,0.5,TRUE,"367","missing",3,"missing.Age3.cohort",0,0,0,3.26085994119195e-15,0.999999999999448,1.6862314105983e-15,1.84309199317725e-16
"SL18-FW-14-FG13","SL18-FW-14-FG13","SL18-FW-14-FG13",0.00194733331584467,-0.0610885920039179,0.0305020246420258,0.0830273358680088,0.00262340262156529,NA,29,"female",2,0.5,TRUE,"413","missing",3,"missing.Age3.cohort",0,0,0,2.86973841294956e-15,0.999999999999448,1.30006095782958e-15,0
"SL18-BL-10-FG2","SL18-BL-10-FG2","SL18-BL-10-FG2",0.0050658554985144,0.0364989137775955,0.0299263450222834,0.153905103695727,-0.0503993253316479,NA,50,"female",2,0.5,TRUE,"393","missing",3,"missing.Age3.cohort",0,0,0,2.57674607847398e-15,0.999999999999448,0,0
"SL18-TI-4-FG1","SL18-TI-4-FG1","SL18-TI-4-FG1",0.0325698540154092,-0.0762812018145813,0.0288773215289147,0.140466849093853,-0.0463405477203787,NA,72,"female",2,0.5,TRUE,"439","missing",3,"missing.Age3.cohort",0,0,0,2.83154726706606e-15,0.999999999999448,1.21398178526488e-15,6.50019416547968e-17
"SL18-OI-11-FG1","SL18-OI-11-FG1","SL18-OI-11-FG1",0.0868068029054476,-0.0284619390367197,0.0270910920490442,0.237426544176312,-0.0811529179893909,NA,4,"female",2,0.5,TRUE,"264","missing",3,"missing.Age3.cohort",0,0,0,0,0.999999999999448,2.85769989321435e-16,0
"SL18-FW-12-FG4","SL18-FW-12-FG4","SL18-FW-12-FG4",0.0104965001497613,0.0499647921075206,0.0255719164519844,0.115519224530471,-0.047186164284922,NA,85,"female",2,0.5,TRUE,"513","missing",3,"missing.Age3.cohort",0,0,0,1.62373891409529e-15,0.999999999999448,9.85043279193619e-16,0
